stars,comment,date
1.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 12 October 2019
2.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 12 October 2019
3.0 out of 5 stars,"









  
  
    
  Noodles are broken....does not meet expectations

  
",Reviewed in India on 24 July 2020
1.0 out of 5 stars,"









  
  
    
  I have ordered  12 pack maggi but I have recd only 8 pkt pls send 4 balance  pkt

  
",Reviewed in India on 2 June 2020
5.0 out of 5 stars,"









  
  
    
  good quality.

  
",Reviewed in India on 22 October 2019
5.0 out of 5 stars,"









  
  
    
  Great product

  
",Reviewed in India on 18 October 2019
1.0 out of 5 stars,"









  
  
    
  The product didnt take like the original Maggie.  I am sure it was fake

  
",Reviewed in India on 4 July 2020
5.0 out of 5 stars,"









  
  
    
  Original product very good taste

  
",Reviewed in India on 6 August 2020
3.0 out of 5 stars,"









  
  
    
  Cash back of 20 % for ICICI Bank card use not received

  
",Reviewed in India on 7 September 2019
5.0 out of 5 stars,"









  
  
    
  Super

  
",Reviewed in India on 12 December 2018
4.0 out of 5 stars,"









  
  
    
  Product packaging not proper.

  
",Reviewed in India on 9 May 2020
1.0 out of 5 stars,"









  
  
    
  Qualilty was poor which compare with local general store maggie

  
",Reviewed in India on 8 October 2019
1.0 out of 5 stars,"









  
  
    
  I ordered 12 piece and recive only 5 piece

  
",Reviewed in India on 6 June 2020
5.0 out of 5 stars,"









  
  
    
  Good one, go for it.

  
",Reviewed in India on 17 November 2019
5.0 out of 5 stars,"









  
  
    
  Good product with customer benefit

  
",Reviewed in India on 2 February 2020
1.0 out of 5 stars,"









  
  
    
  I recieved small Rs. 5 packet of 12 Maggi instead of 70gm packet.

  
",Reviewed in India on 30 June 2020
3.0 out of 5 stars,"









  
  
    
  The product packing is so good..but the flavor i found a liitle unpleasant..

  
",Reviewed in India on 26 October 2019
5.0 out of 5 stars,"









  
  
    
  Used only a thin poly bag for packaging. So the product is badly damaged.

  
",Reviewed in India on 12 August 2020
5.0 out of 5 stars,"









  
  
    
  Very good product n fast delivery by Amazon. I am very happy.. its a value for money

  
",Reviewed in India on 7 May 2019
4.0 out of 5 stars,"









  
  
    
  Good taste

  
",Reviewed in India on 6 November 2019
5.0 out of 5 stars,"









  
  
    
  I love Maggi always.it is good and ready in two minutes.tasty and yummy

  
",Reviewed in India on 7 July 2020
4.0 out of 5 stars,"









  
  
    
  Some internal part of maggi is damaged but  all things is well.

  
",Reviewed in India on 3 February 2019
1.0 out of 5 stars,"









  
  
    
  I m ordered two pack of maggi but i m recive only one pack

  
",Reviewed in India on 12 July 2020
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 December 2018
2.0 out of 5 stars,"









  
  
    
  Most of the packets has broken noodles.

  
",Reviewed in India on 4 July 2020
5.0 out of 5 stars,"









  
  
    
  Flavor is gud. packaging is also proper

  
",Reviewed in India on 13 August 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 25 July 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 13 August 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 3 August 2020
5.0 out of 5 stars,"









  
  
    
  Productive very nice Swad very nice product packaging very nice

  
",Reviewed in India on 23 November 2019
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 13 October 2019
5.0 out of 5 stars,"









  
  
    
  Bas Do minute Superb !

  
",Reviewed in India on 1 March 2020
5.0 out of 5 stars,"









  
  
    
  Original product😊👌👌

  
",Reviewed in India on 4 March 2020
5.0 out of 5 stars,"









  
  
    
  value for money

  
",Reviewed in India on 25 October 2019
5.0 out of 5 stars,"









  
  
    
  Every thing OK.

  
",Reviewed in India on 23 July 2020
5.0 out of 5 stars,"









  
  
    
  Loved the taste of the masla.

  
",Reviewed in India on 7 July 2020
5.0 out of 5 stars,"









  
  
    
  NICE PRODUCT  WITH GOOD TEST.

  
",Reviewed in India on 5 November 2019
5.0 out of 5 stars,"









  
  
    
  Value for money pack helpful in this lockdown period

  
",Reviewed in India on 4 July 2020
5.0 out of 5 stars,"









  
  
    
  Very nice

  
",Reviewed in India on 19 October 2019
5.0 out of 5 stars,"









  
  
    
  Geniun pure tasty maggi

  
",Reviewed in India on 21 July 2019
5.0 out of 5 stars,"









  
  
    
  maggi is favrt for childlren. it is awsam.

  
",Reviewed in India on 1 July 2019
5.0 out of 5 stars,"









  
  
    
  Same flavourGood qualityValue for money

  
",Reviewed in India on 9 October 2019
4.0 out of 5 stars,"









  
  
    
  everything was good nothing brokenness or anything value for money

  
",Reviewed in India on 1 October 2018
5.0 out of 5 stars,"









  
  
    
  Satisfied with the packaging and product quality.

  
",Reviewed in India on 24 June 2020
5.0 out of 5 stars,"









  
  
    
  Great

  
",Reviewed in India on 24 July 2020
5.0 out of 5 stars,"









  
  
    
  Super

  
",Reviewed in India on 13 June 2020
5.0 out of 5 stars,"









  
  
    
  Great choice

  
",Reviewed in India on 2 December 2018
5.0 out of 5 stars,"









  
  
    
  Good, but it been ready in 5 min.

  
",Reviewed in India on 3 June 2020
4.0 out of 5 stars,"









  
  
    
  Kimat wasul

  
",Reviewed in India on 21 August 2019
4.0 out of 5 stars,"









  
  
    
  Best noodles

  
",Reviewed in India on 25 January 2020
5.0 out of 5 stars,"









  
  
    
  Original product at discounted price

  
",Reviewed in India on 7 September 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 November 2019
4.0 out of 5 stars,"









  
  
    
  All Maggi packets are broken, the packaging is not good.

  
",Reviewed in India on 13 June 2020
5.0 out of 5 stars,"









  
  
    
  Overall good

  
",Reviewed in India on 29 August 2019
2.0 out of 5 stars,"









  
  
    
  Delivered 11 units only but promised 12 packets as prime exclusive deal.

  
",Reviewed in India on 27 October 2019
3.0 out of 5 stars,"









  
  
    
  Good products

  
",Reviewed in India on 29 January 2019
5.0 out of 5 stars,"









  
  
    
  Loved

  
",Reviewed in India on 7 June 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 26 February 2019
5.0 out of 5 stars,"









  
  
    
  yummy

  
",Reviewed in India on 31 July 2019
5.0 out of 5 stars,"









  
  
    
  Nice product thank amazon

  
",Reviewed in India on 12 August 2020
5.0 out of 5 stars,"









  
  
    
  Tasty

  
",Reviewed in India on 27 April 2020
5.0 out of 5 stars,"









  
  
    
  It's Maggi after all

  
",Reviewed in India on 5 February 2019
5.0 out of 5 stars,"









  
  
    
  Value of money

  
",Reviewed in India on 2 March 2020
4.0 out of 5 stars,"









  
  
    
  Value of money

  
",Reviewed in India on 5 January 2020
5.0 out of 5 stars,"









  
  
    
  Go for it guys

  
",Reviewed in India on 19 November 2019
5.0 out of 5 stars,"









  
  
    
  Nice test

  
",Reviewed in India on 29 December 2018
5.0 out of 5 stars,"









  
  
    
  Received Order same as Described On Amazon. Packaging is also good.

  
",Reviewed in India on 22 May 2020
5.0 out of 5 stars,"









  
  
    
  Packaging is good and taste is good

  
",Reviewed in India on 12 July 2020
4.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 2 March 2020
4.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 23 August 2019
5.0 out of 5 stars,"









  
  
    
  Got good product...... Not as mentioned in the reviews🥰🥰

  
",Reviewed in India on 16 November 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 14 August 2019
5.0 out of 5 stars,"









  
  
    
  Better

  
",Reviewed in India on 20 November 2018
5.0 out of 5 stars,"









  
  
    
  Awesome thickness

  
",Reviewed in India on 29 July 2020
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 1 November 2019
5.0 out of 5 stars,"









  
  
    
  Very tasty

  
",Reviewed in India on 5 November 2019
3.0 out of 5 stars,"









  
  
    
  Delicious.

  
",Reviewed in India on 28 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 31 October 2019
4.0 out of 5 stars,"









  
  
    
  Good Product

  
",Reviewed in India on 28 January 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 9 December 2018
5.0 out of 5 stars,"









  
  
    
  Like

  
",Reviewed in India on 28 July 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 7 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 25 July 2020
5.0 out of 5 stars,"









  
  
    
  Mast

  
",Reviewed in India on 29 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 4 November 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 19 December 2019
4.0 out of 5 stars,"









  
  
    
  Very tasty

  
",Reviewed in India on 1 September 2019
4.0 out of 5 stars,"









  
  
    
  My baby like it.

  
",Reviewed in India on 20 October 2018
5.0 out of 5 stars,"









  
  
    
  I Got itfor RS 144

  
",Reviewed in India on 27 February 2019
5.0 out of 5 stars,"









  
  
    
  Came with nice package and manufacturing date is of this month. Got it in 135 rs.

  
",Reviewed in India on 29 February 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 5 November 2018
4.0 out of 5 stars,"









  
  
    
  Flavor ok presentation ok

  
",Reviewed in India on 10 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 31 August 2019
3.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 3 September 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 2 October 2019
5.0 out of 5 stars,"









  
  
    
  Perfect product

  
",Reviewed in India on 9 November 2019
5.0 out of 5 stars,"









  
  
    
  As usual

  
",Reviewed in India on 6 August 2020
5.0 out of 5 stars,"









  
  
    
  Good one

  
",Reviewed in India on 4 December 2019
1.0 out of 5 stars,"









  
  
    
  The items received not as noodles but smashed noodles into tiny pieces.

  
",Reviewed in India on 23 September 2018
4.0 out of 5 stars,"









  
  
    
  normal

  
",Reviewed in India on 9 November 2019
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 11 January 2020
5.0 out of 5 stars,"









  
  
    
  yes all was ok

  
",Reviewed in India on 1 November 2019
5.0 out of 5 stars,"









  
  
    
  Good in

  
",Reviewed in India on 9 September 2019
4.0 out of 5 stars,"









  
  
    
  Nice product but crushed

  
",Reviewed in India on 22 October 2018
5.0 out of 5 stars,"









  
  
    
  As always great. Received in good condition.

  
",Reviewed in India on 9 March 2020
5.0 out of 5 stars,"









  
  
    
  Swaroop singh rao indra nagar barmer 344001

  
",Reviewed in India on 14 October 2018
5.0 out of 5 stars,"









  
  
    
  Best quality products

  
",Reviewed in India on 2 March 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 16 January 2019
5.0 out of 5 stars,"









  
  
    
  Very good product

  
",Reviewed in India on 3 July 2019
5.0 out of 5 stars,"









  
  
    
  Good products

  
",Reviewed in India on 19 May 2020
2.0 out of 5 stars,"









  
  
    
  Medium

  
",Reviewed in India on 2 March 2020
1.0 out of 5 stars,"









  
  
    
  Receive only 11 out of 12 and 3 of them are damaged

  
",Reviewed in India on 20 July 2020
1.0 out of 5 stars,"









  
  
    
  Waste very costly outside best this items don't buy

  
",Reviewed in India on 8 November 2019
5.0 out of 5 stars,"









  
  
    
  Got it for129 great tastePacking was not good

  
",Reviewed in India on 28 February 2020
5.0 out of 5 stars,"









  
  
    
  Full value of money.

  
",Reviewed in India on 26 October 2019
5.0 out of 5 stars,"









  
  
    
  Packing was good....

  
",Reviewed in India on 8 April 2019
5.0 out of 5 stars,"









  
  
    
  Nice flavor with good rate on Amazon,but delivery was late.

  
",Reviewed in India on 1 November 2019
5.0 out of 5 stars,"









  
  
    
  Good product with quality packaging

  
",Reviewed in India on 17 November 2019
5.0 out of 5 stars,"









  
  
    
  Great pack

  
",Reviewed in India on 22 October 2018
5.0 out of 5 stars,"









  
  
    
  Yummy

  
",Reviewed in India on 7 March 2020
4.0 out of 5 stars,"









  
  
    
  Taste was as usual,but it got delayed in delivery.

  
",Reviewed in India on 4 March 2020
5.0 out of 5 stars,"









  
  
    
  Delecious I love it

  
",Reviewed in India on 26 January 2020
5.0 out of 5 stars,"









  
  
    
  Very nice product..

  
",Reviewed in India on 27 June 2020
2.0 out of 5 stars,"









  
  
    
  Ok, but not a healthy food option!

  
",Reviewed in India on 13 August 2020
1.0 out of 5 stars,"









  
  
    
  Very worst noodles are all damaged

  
",Reviewed in India on 2 March 2020
5.0 out of 5 stars,"









  
  
    
  Good Product

  
",Reviewed in India on 28 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 November 2018
5.0 out of 5 stars,"









  
  
    
  Taste is very good thank you Amazon

  
",Reviewed in India on 19 September 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 25 May 2020
1.0 out of 5 stars,"









  
  
    
  Packaging came in broken pieces of maggi. Thank

  
",Reviewed in India on 17 December 2019
5.0 out of 5 stars,"









  
  
    
  Gud

  
",Reviewed in India on 7 June 2020
5.0 out of 5 stars,"









  
  
    
  Great product👍... Thanks Amazon.

  
",Reviewed in India on 25 November 2018
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 4 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 19 June 2020
5.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 29 May 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 13 July 2020
4.0 out of 5 stars,"









  
  
    
  nice and genuine product best of delivery

  
",Reviewed in India on 9 June 2020
5.0 out of 5 stars,"









  
  
    
  Thank u for this in lockdown... I eat it after 2months...

  
",Reviewed in India on 4 June 2020
1.0 out of 5 stars,"









  
  
    
  All crushed packets.... I bet you can't prepare in 2mins

  
",Reviewed in India on 22 May 2019
4.0 out of 5 stars,"









  
  
    
  Everything is ok as in market.So no quality issues

  
",Reviewed in India on 22 October 2019
5.0 out of 5 stars,"









  
  
    
  Super

  
",Reviewed in India on 28 September 2019
5.0 out of 5 stars,"









  
  
    
  Excellent packaging by amazon very happy with packaging

  
",Reviewed in India on 10 June 2020
2.0 out of 5 stars,"









  
  
    
  Product was damage.Taste is good.

  
",Reviewed in India on 10 May 2020
5.0 out of 5 stars,"









  
  
    
  Very good.

  
",Reviewed in India on 8 November 2019
5.0 out of 5 stars,"









  
  
    
  Value for Money

  
",Reviewed in India on 25 November 2019
5.0 out of 5 stars,"









  
  
    
  Product packing was very good.

  
",Reviewed in India on 7 November 2019
5.0 out of 5 stars,"









  
  
    
  Got it for 123₹.

  
",Reviewed in India on 18 August 2019
4.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 14 October 2019
5.0 out of 5 stars,"









  
  
    
  Megieee

  
",Reviewed in India on 6 March 2020
5.0 out of 5 stars,"









  
  
    
  Thanks for Maggie's because of my daughter.🙏

  
",Reviewed in India on 11 May 2020
4.0 out of 5 stars,"









  
  
    
  Gud

  
",Reviewed in India on 6 March 2020
5.0 out of 5 stars,"









  
  
    
  Good nice test i am happy thank you amazon india

  
",Reviewed in India on 13 June 2020
1.0 out of 5 stars,"









  
  
    
  It is a dublicate product don't buy this

  
",Reviewed in India on 12 March 2020
5.0 out of 5 stars,"









  
  
    
  Nice product well packaged

  
",Reviewed in India on 17 October 2019
5.0 out of 5 stars,"









  
  
    
  .same as real :-):-):-):-):-):-)

  
",Reviewed in India on 9 July 2020
4.0 out of 5 stars,"









  
  
    
  It's good that always be my best

  
",Reviewed in India on 7 November 2019
1.0 out of 5 stars,"









  
  
    
  1 bundle me 3 pkt less2 bundle damage mall

  
",Reviewed in India on 6 August 2019
5.0 out of 5 stars,"









  
  
    
  Best......

  
",Reviewed in India on 11 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 30 November 2019
4.0 out of 5 stars,"









  
  
    
  Nice and good in quality

  
",Reviewed in India on 22 November 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 26 August 2019
5.0 out of 5 stars,"









  
  
    
  Nice product 👍👍👍👍👍👍

  
",Reviewed in India on 30 July 2020
5.0 out of 5 stars,"









  
  
    
  I love it

  
",Reviewed in India on 10 July 2019
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 28 July 2020
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 31 December 2019
5.0 out of 5 stars,"









  
  
    
  OK

  
",Reviewed in India on 29 October 2019
5.0 out of 5 stars,"









  
  
    
  👌

  
",Reviewed in India on 14 January 2020
5.0 out of 5 stars,"









  
  
    
  👍🏻

  
",Reviewed in India on 17 July 2020
4.0 out of 5 stars,"









  
  
    
  Not Expired

  
",Reviewed in India on 20 August 2019
4.0 out of 5 stars,"









  
  
    
  Good.

  
",Reviewed in India on 1 October 2019
5.0 out of 5 stars,"









  
  
    
  The packs were amazing and authentic.

  
",Reviewed in India on 3 March 2020
5.0 out of 5 stars,"









  
  
    
  Very good product and value for money

  
",Reviewed in India on 3 February 2020
5.0 out of 5 stars,"









  
  
    
  😋😋

  
",Reviewed in India on 18 July 2020
5.0 out of 5 stars,"









  
  
    
  On time delivery👌

  
",Reviewed in India on 14 June 2020
5.0 out of 5 stars,"









  
  
    
  Liked it. early delivered. test is Good.

  
",Reviewed in India on 12 November 2019
5.0 out of 5 stars,"









  
  
    
  It's arrived in complete package

  
",Reviewed in India on 3 July 2020
4.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 5 August 2020
5.0 out of 5 stars,"









  
  
    
  Nice Deal

  
",Reviewed in India on 8 November 2019
5.0 out of 5 stars,"









  
  
    
  Good taste

  
",Reviewed in India on 19 December 2019
4.0 out of 5 stars,"









  
  
    
  A great product,

  
",Reviewed in India on 26 June 2020
2.0 out of 5 stars,"









  
  
    
  Actually the maggi inside the packs got crushed

  
",Reviewed in India on 3 June 2020
1.0 out of 5 stars,"









  
  
    
  Test is not good don't buy this

  
",Reviewed in India on 8 June 2020
5.0 out of 5 stars,"









  
  
    
  Owsome product I love it

  
",Reviewed in India on 3 August 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 6 October 2019
5.0 out of 5 stars,"









  
  
    
  Packing is very lovely & carefully.

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
  Good.

  
",Reviewed in India on 13 October 2018
4.0 out of 5 stars,"









  
  
    
  Its so good very fast delivery.Best in price.

  
",Reviewed in India on 8 July 2020
5.0 out of 5 stars,"









  
  
    
  Good package

  
",Reviewed in India on 3 June 2019
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 7 October 2019
5.0 out of 5 stars,"









  
  
    
  Mast taste😋

  
",Reviewed in India on 17 July 2019
5.0 out of 5 stars,"









  
  
    
  Nice product.

  
",Reviewed in India on 24 October 2019
1.0 out of 5 stars,"









  
  
    
  Okay.

  
",Reviewed in India on 4 November 2019
5.0 out of 5 stars,"









  
  
    
  Very fast delevari and safely

  
",Reviewed in India on 7 September 2019
4.0 out of 5 stars,"









  
  
    
  Goods

  
",Reviewed in India on 3 February 2019
5.0 out of 5 stars,"









  
  
    
  Lovely

  
",Reviewed in India on 29 June 2020
5.0 out of 5 stars,"









  
  
    
  Testy and yummy

  
",Reviewed in India on 4 November 2019
5.0 out of 5 stars,"









  
  
    
  Nicely packed Maggie.

  
",Reviewed in India on 18 December 2019
5.0 out of 5 stars,"









  
  
    
  70gm×12=840gm

  
",Reviewed in India on 8 August 2020
5.0 out of 5 stars,"









  
  
    
  Good product.

  
",Reviewed in India on 27 July 2020
1.0 out of 5 stars,"









  
  
    
  All nodelles are broken n loose pack

  
",Reviewed in India on 29 December 2018
5.0 out of 5 stars,"









  
  
    
  Very low price for individuals

  
",Reviewed in India on 29 October 2019
5.0 out of 5 stars,"









  
  
    
  Product is good. And price of products is most goods.

  
",Reviewed in India on 4 March 2020
5.0 out of 5 stars,"









  
  
    
  Everything good about maggi. Kono kotha habe na boss.

  
",Reviewed in India on 6 March 2020
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 12 November 2018
5.0 out of 5 stars,"









  
  
    
  perfect packaging. Good stuff

  
",Reviewed in India on 27 January 2019
5.0 out of 5 stars,"









  
  
    
  Awesome taste when it is added

  
",Reviewed in India on 2 December 2018
5.0 out of 5 stars,"









  
  
    
  Worthy in this amount

  
",Reviewed in India on 10 September 2019
5.0 out of 5 stars,"









  
  
    
  value for moneywell packed 11 out of 10

  
",Reviewed in India on 10 August 2019
4.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 26 November 2019
5.0 out of 5 stars,"









  
  
    
  Best product  at lower price

  
",Reviewed in India on 9 March 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 July 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 20 December 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 August 2020
4.0 out of 5 stars,"









  
  
    
  Please Provide More Latest Product

  
",Reviewed in India on 14 January 2020
5.0 out of 5 stars,"









  
  
    
  Best product in 118 ruppes

  
",Reviewed in India on 30 September 2019
5.0 out of 5 stars,"









  
  
    
  Very best noodles of India

  
",Reviewed in India on 5 October 2019
5.0 out of 5 stars,"









  
  
    
  no discount

  
",Reviewed in India on 16 June 2020
4.0 out of 5 stars,"









  
  
    
  Good product 👌

  
",Reviewed in India on 10 June 2020
4.0 out of 5 stars,"









  
  
    
  taste. Jaberdast..

  
",Reviewed in India on 8 August 2020
5.0 out of 5 stars,"









  
  
    
  It's a value for money pack

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
  So 100 back mile to a6a h nhi to dukan se le lete

  
",Reviewed in India on 31 October 2019
5.0 out of 5 stars,"









  
  
    
  Maggi was crushedIt was more like a namkeen

  
",Reviewed in India on 12 July 2020
1.0 out of 5 stars,"









  
  
    
  Maggi is internal damaged

  
",Reviewed in India on 13 November 2018
5.0 out of 5 stars,"









  
  
    
  😍😍😍😍😍

  
",Reviewed in India on 17 March 2020
5.0 out of 5 stars,"









  
  
    
  India news

  
",Reviewed in India on 9 June 2020
5.0 out of 5 stars,"









  
  
    
  Good everall, as expected

  
",Reviewed in India on 16 January 2020
5.0 out of 5 stars,"









  
  
    
  Very good product

  
",Reviewed in India on 11 October 2019
5.0 out of 5 stars,"









  
  
    
  Jhakkkkaaaasssssss total explanation

  
",Reviewed in India on 7 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 18 October 2019
5.0 out of 5 stars,"









  
  
    
  Product was good and fast delivery by Amazon

  
",Reviewed in India on 31 October 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 30 October 2018
5.0 out of 5 stars,"









  
  
    
  It is too good

  
",Reviewed in India on 1 October 2018
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 21 November 2019
5.0 out of 5 stars,"









  
  
    
  Nothing beats maggie.

  
",Reviewed in India on 3 July 2019
5.0 out of 5 stars,"









  
  
    
  Awesome packing. 12 Packs for ₹128.

  
",Reviewed in India on 27 August 2019
5.0 out of 5 stars,"









  
  
    
  It's just perfect

  
",Reviewed in India on 9 November 2019
1.0 out of 5 stars,"









  
  
    
  All the packets were porous & full of ants.

  
",Reviewed in India on 12 July 2020
1.0 out of 5 stars,"









  
  
    
  Maggi is crushed and the package is sticky.

  
",Reviewed in India on 6 June 2020
5.0 out of 5 stars,"









  
  
    
  Packing r good product r good

  
",Reviewed in India on 6 December 2018
5.0 out of 5 stars,"









  
  
    
  First class

  
",Reviewed in India on 24 June 2020
5.0 out of 5 stars,"









  
  
    
  Best product. Cheaper than market.

  
",Reviewed in India on 16 January 2019
1.0 out of 5 stars,"









  
  
    
  It is fully damaged and expired what to do

  
",Reviewed in India on 21 January 2019
1.0 out of 5 stars,"









  
  
    
  Maggi All crush packing is too bad

  
",Reviewed in India on 3 March 2020
1.0 out of 5 stars,"









  
  
    
  Revived Maggi in damaged condition

  
",Reviewed in India on 26 October 2019
1.0 out of 5 stars,"









  
  
    
  Der are ants in da package....inconsumable

  
",Reviewed in India on 25 April 2020
5.0 out of 5 stars,"









  
  
    
  Good packing .. good price

  
",Reviewed in India on 24 October 2019
5.0 out of 5 stars,"









  
  
    
  Gud

  
",Reviewed in India on 4 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 March 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 12 December 2018
2.0 out of 5 stars,"









  
  
    
  discount should be increase

  
",Reviewed in India on 10 November 2018
4.0 out of 5 stars,"









  
  
    
  good quality

  
",Reviewed in India on 11 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 9 March 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 14 January 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 10 October 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 5 August 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 7 November 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 7 August 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 5 March 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 1 March 2020
5.0 out of 5 stars,"









  
  
    
  Like

  
",Reviewed in India on 31 October 2019
4.0 out of 5 stars,"









  
  
    
  Like it

  
",Reviewed in India on 8 September 2019
3.0 out of 5 stars,"









  
  
    
  Observe

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
   I like this product

  
",Reviewed in India on 5 January 2020
5.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 8 January 2020
4.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 14 October 2019
2.0 out of 5 stars,"









  
  
    
  old

  
",Reviewed in India on 7 November 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 2 November 2018
5.0 out of 5 stars,"









  
  
    
  It always best

  
",Reviewed in India on 9 March 2020
4.0 out of 5 stars,"









  
  
    
  Maggi

  
",Reviewed in India on 27 January 2019
5.0 out of 5 stars,"









  
  
    
  Commendable job done by delivery boys.

  
",Reviewed in India on 3 June 2020
4.0 out of 5 stars,"









  
  
    
  Good but not that best

  
",Reviewed in India on 20 May 2020
5.0 out of 5 stars,"









  
  
    
  Packaging of product is very satisfied....😋😋😋

  
",Reviewed in India on 9 August 2019
3.0 out of 5 stars,"









  
  
    
  Packets were damaged.

  
",Reviewed in India on 13 August 2020
5.0 out of 5 stars,"









  
  
    
  Good value for money.

  
",Reviewed in India on 9 June 2020
5.0 out of 5 stars,"









  
  
    
  Worth

  
",Reviewed in India on 14 January 2019
4.0 out of 5 stars,"









  
  
    
  Thik h bs

  
",Reviewed in India on 19 February 2019
5.0 out of 5 stars,"









  
  
    
  Instant tasty and yummy food

  
",Reviewed in India on 26 November 2019
4.0 out of 5 stars,"









  
  
    
  Becus it was amazing

  
",Reviewed in India on 9 November 2019
1.0 out of 5 stars,"









  
  
    
  Hai prices

  
",Reviewed in India on 22 August 2019
4.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 10 August 2019
