stars,comment,date
3.0 out of 5 stars,"









  
  
    
  Oats is the better option...

  
",Reviewed in India on 18 June 2020
5.0 out of 5 stars,"









  
  
    
  Very good quality

  
",Reviewed in India on 14 July 2019
5.0 out of 5 stars,"









  
  
    
  Vwry giod products

  
",Reviewed in India on 4 August 2020
5.0 out of 5 stars,"









  
  
    
  nice

  
",Reviewed in India on 1 November 2019
3.0 out of 5 stars,"









  
  
    
  All packet damage

  
",Reviewed in India on 12 November 2019
4.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 21 September 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 27 September 2019
4.0 out of 5 stars,"









  
  
    
  Pack of 10

  
",Reviewed in India on 8 October 2019
5.0 out of 5 stars,"









  
  
    
  Normal

  
",Reviewed in India on 12 August 2019
5.0 out of 5 stars,"









  
  
    
  There are two masala  flavors.both the flavours are tasty.

  
",Reviewed in India on 20 July 2020
5.0 out of 5 stars,"









  
  
    
  Very excellent

  
",Reviewed in India on 12 May 2019
5.0 out of 5 stars,"









  
  
    
  Go for it.....Awesome👏✊👍 product @ this price.... .

  
",Reviewed in India on 3 October 2019
5.0 out of 5 stars,"









  
  
    
  Superb

  
",Reviewed in India on 8 July 2019
5.0 out of 5 stars,"









  
  
    
  Nice taste

  
",Reviewed in India on 23 June 2020
5.0 out of 5 stars,"









  
  
    
  packaging was worst thing i got all maggi broken as packaging was in bag and not in box

  
",Reviewed in India on 7 July 2020
4.0 out of 5 stars,"









  
  
    
  Very good at this price.

  
",Reviewed in India on 8 August 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 June 2020
5.0 out of 5 stars,"









  
  
    
  Fresh

  
",Reviewed in India on 13 March 2020
4.0 out of 5 stars,"









  
  
    
  Nice taste

  
",Reviewed in India on 8 March 2020
5.0 out of 5 stars,"









  
  
    
  Very good... save money, I got a 117 rs

  
",Reviewed in India on 7 October 2019
1.0 out of 5 stars,"









  
  
    
  Some packets were already open and red ants were there all inside the box

  
",Reviewed in India on 15 March 2020
5.0 out of 5 stars,"









  
  
    
  Maggi is my favourite. I love it. Very fast delivery by amazon. And what else you want to know about maggi.

  
",Reviewed in India on 1 February 2020
5.0 out of 5 stars,"









  
  
    
  Maggi is always my all time fav

  
",Reviewed in India on 23 November 2018
5.0 out of 5 stars,"









  
  
    
  Ist tym it is badBut now superbBut the delivery man was a foolish person becoj he was not come to me for deliveringI was went to deliver man

  
",Reviewed in India on 1 March 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 27 September 2019
5.0 out of 5 stars,"









  
  
    
  Nostalgic

  
",Reviewed in India on 8 August 2020
1.0 out of 5 stars,"









  
  
    
  All packets are damaged into pieces and amazon does not allowed return the product. Very disappointed..

  
",Reviewed in India on 23 December 2018
4.0 out of 5 stars,"









  
  
    
  Nice cheap product

  
",Reviewed in India on 10 December 2018
5.0 out of 5 stars,"









  
  
    
  Good product..

  
",Reviewed in India on 3 June 2019
4.0 out of 5 stars,"









  
  
    
  A good product purchased so far at an incredible price.

  
",Reviewed in India on 6 November 2019
4.0 out of 5 stars,"









  
  
    
  Worthy buying.

  
",Reviewed in India on 20 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 10 August 2020
3.0 out of 5 stars,"









  
  
    
  Received on time but totally crumble maggi packets

  
",Reviewed in India on 8 June 2020
5.0 out of 5 stars,"









  
  
    
  Sahi hai

  
",Reviewed in India on 8 October 2019
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 1 May 2019
5.0 out of 5 stars,"









  
  
    
  VFM

  
",Reviewed in India on 14 September 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 19 August 2019
5.0 out of 5 stars,"









  
  
    
  Nestle don't need review

  
",Reviewed in India on 14 November 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 10 October 2019
4.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 17 June 2020
5.0 out of 5 stars,"









  
  
    
  Good old Maggi. Just right.

  
",Reviewed in India on 5 September 2019
1.0 out of 5 stars,"









  
  
    
  The package of noodles is infected with ants and the unit packets have visible holes. I am not sure if they are edible or not. Wasted product.

  
",Reviewed in India on 2 June 2020
5.0 out of 5 stars,"









  
  
    
  Super

  
",Reviewed in India on 14 July 2019
5.0 out of 5 stars,"









  
  
    
  Superb

  
",Reviewed in India on 27 September 2019
4.0 out of 5 stars,"









  
  
    
  Good packing, quality 👌. But the expiry date is very soon. Must be provided a newly packed one.

  
",Reviewed in India on 8 December 2018
5.0 out of 5 stars,"









  
  
    
  Easy to store and need to go everytime to purchase  it

  
",Reviewed in India on 19 October 2019
5.0 out of 5 stars,"









  
  
    
  Good quality

  
",Reviewed in India on 4 October 2019
5.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 8 August 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 26 January 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 14 December 2019
5.0 out of 5 stars,"









  
  
    
  ALL PACKET ARE FRESH AND NEW DATE

  
",Reviewed in India on 17 July 2020
5.0 out of 5 stars,"









  
  
    
  Standard stuff.

  
",Reviewed in India on 17 December 2019
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 3 July 2019
5.0 out of 5 stars,"









  
  
    
  Good Product

  
",Reviewed in India on 18 November 2019
5.0 out of 5 stars,"









  
  
    
  Fine

  
",Reviewed in India on 18 August 2019
5.0 out of 5 stars,"









  
  
    
  Excellent

  
",Reviewed in India on 16 September 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 12 August 2019
5.0 out of 5 stars,"









  
  
    
  When you want some thing quick

  
",Reviewed in India on 5 March 2020
2.0 out of 5 stars,"









  
  
    
  One or two packs were teared...

  
",Reviewed in India on 13 June 2020
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 27 October 2019
4.0 out of 5 stars,"









  
  
    
  Very nice product

  
",Reviewed in India on 5 January 2019
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 30 July 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 6 October 2019
5.0 out of 5 stars,"









  
  
    
  xlnt from Nestle Maggi and Amazon

  
",Reviewed in India on 14 June 2020
4.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 21 June 2019
5.0 out of 5 stars,"









  
  
    
  Maggi is our favourite. very nicely packed

  
",Reviewed in India on 29 September 2018
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 3 March 2020
1.0 out of 5 stars,"









  
  
    
  i received out dated maggie..in eating it's look like sour..karvi..type..and it's don't cooked even cook with more water and more time..

  
",Reviewed in India on 22 November 2019
4.0 out of 5 stars,"









  
  
    
  Not bad

  
",Reviewed in India on 22 October 2019
5.0 out of 5 stars,"









  
  
    
  Thanks for supply in need

  
",Reviewed in India on 24 April 2020
3.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 17 March 2019
3.0 out of 5 stars,"









  
  
    
  The masala were old. The noodles didn't taste good

  
",Reviewed in India on 26 May 2020
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 24 June 2020
4.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 27 February 2019
5.0 out of 5 stars,"









  
  
    
  I not received maggiI received a big packet which have only tomato sauce.

  
",Reviewed in India on 8 July 2020
4.0 out of 5 stars,"









  
  
    
  Packaging wasn't good but value for money package. Presentation not too good.

  
",Reviewed in India on 18 July 2019
5.0 out of 5 stars,"









  
  
    
  Very Nice 👌

  
",Reviewed in India on 31 July 2020
5.0 out of 5 stars,"









  
  
    
  Maggi is best

  
",Reviewed in India on 4 March 2020
5.0 out of 5 stars,"









  
  
    
  F....k Maggie it contains lead

  
",Reviewed in India on 5 March 2020
1.0 out of 5 stars,"









  
  
    
  I packet of maggie received was full of red ants.. I want a refund for the same or a replacemnt.

  
",Reviewed in India on 9 May 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 11 February 2019
4.0 out of 5 stars,"









  
  
    
  Good packaging

  
",Reviewed in India on 14 July 2020
5.0 out of 5 stars,"









  
  
    
  Best product

  
",Reviewed in India on 16 July 2019
5.0 out of 5 stars,"









  
  
    
  Quality is good and manufacturing date is latest.Thanks for seller to give latest product.

  
",Reviewed in India on 29 August 2019
4.0 out of 5 stars,"









  
  
    
  Taste was not good as usual

  
",Reviewed in India on 11 October 2019
5.0 out of 5 stars,"









  
  
    
  Happy always and also maggi is the best ill buy it again

  
",Reviewed in India on 9 November 2019
1.0 out of 5 stars,"









  
  
    
  Not at all good. Masala packet in every pack was open.

  
",Reviewed in India on 1 August 2020
4.0 out of 5 stars,"









  
  
    
  Value for money.

  
",Reviewed in India on 13 September 2019
4.0 out of 5 stars,"









  
  
    
  Good... 👌👌👌👌

  
",Reviewed in India on 5 October 2019
2.0 out of 5 stars,"









  
  
    
  Got on billion day Taste is not that good

  
",Reviewed in India on 23 November 2018
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 28 October 2018
5.0 out of 5 stars,"









  
  
    
  Maggie is everything

  
",Reviewed in India on 18 October 2019
2.0 out of 5 stars,"









  
  
    
  Not enough masala & too salty.

  
",Reviewed in India on 21 June 2020
4.0 out of 5 stars,"









  
  
    
  tasty as always but some packat crushed noodle's

  
",Reviewed in India on 30 April 2019
5.0 out of 5 stars,"









  
  
    
  Good taste.

  
",Reviewed in India on 11 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 October 2019
5.0 out of 5 stars,"









  
  
    
  The condition of packaging was really good. The maggi did not break into smaller pieces and the everything else was perfect.

  
",Reviewed in India on 12 August 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 23 January 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 23 June 2019
3.0 out of 5 stars,"









  
  
    
  Giod q

  
",Reviewed in India on 6 November 2018
4.0 out of 5 stars,"









  
  
    
  Thanks...

  
",Reviewed in India on 31 May 2019
4.0 out of 5 stars,"









  
  
    
  Tasty

  
",Reviewed in India on 15 October 2019
4.0 out of 5 stars,"









  
  
    
  Just ok

  
",Reviewed in India on 10 February 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 2 November 2019
5.0 out of 5 stars,"









  
  
    
  It's awesome and worth having a monthly subscription if you are a maggi fan.

  
",Reviewed in India on 12 June 2020
3.0 out of 5 stars,"









  
  
    
  Old stock

  
",Reviewed in India on 1 May 2020
5.0 out of 5 stars,"









  
  
    
  Genuine product

  
",Reviewed in India on 21 August 2019
5.0 out of 5 stars,"









  
  
    
  Good, tami 4 family

  
",Reviewed in India on 13 February 2019
5.0 out of 5 stars,"









  
  
    
  Good home pack. I like it.

  
",Reviewed in India on 29 October 2018
1.0 out of 5 stars,"









  
  
    
   I got the parcel torn and damaged. I want it to replace with a new package.

  
",Reviewed in India on 19 July 2020
4.0 out of 5 stars,"









  
  
    
  Average

  
",Reviewed in India on 18 October 2019
1.0 out of 5 stars,"









  
  
    
  Found worms and ant in the packet, packeging was third Class. Broken into small pieces it's like powder

  
",Reviewed in India on 6 July 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 6 March 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 2 January 2020
5.0 out of 5 stars,"









  
  
    
  Maggie is my Favorite .

  
",Reviewed in India on 25 July 2019
3.0 out of 5 stars,"









  
  
    
  Good but packets were damaged

  
",Reviewed in India on 11 July 2020
5.0 out of 5 stars,"









  
  
    
  As I was not getting maggi in my area so i love i got from amazone

  
",Reviewed in India on 29 July 2020
5.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 18 October 2019
5.0 out of 5 stars,"









  
  
    
  Gomtesh Kirana shiradhon I order this value for money but packaging is not good

  
",Reviewed in India on 6 August 2020
5.0 out of 5 stars,"









  
  
    
  Nice not bad...

  
",Reviewed in India on 4 February 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 12 February 2020
3.0 out of 5 stars,"









  
  
    
  After discount 2 pack is free in pack of 12..

  
",Reviewed in India on 10 September 2019
5.0 out of 5 stars,"









  
  
    
  Iike

  
",Reviewed in India on 17 March 2019
5.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
  Taste, packaging

  
",Reviewed in India on 13 May 2020
5.0 out of 5 stars,"









  
  
    
  😘

  
",Reviewed in India on 25 May 2019
1.0 out of 5 stars,"









  
  
    
  Poor packing ot the original Maggie.. Very despoited

  
",Reviewed in India on 28 July 2020
4.0 out of 5 stars,"









  
  
    
  that we like to eat these maggi our dinne cool

  
",Reviewed in India on 25 October 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 17 March 2019
2.0 out of 5 stars,"









  
  
    
  Like

  
",Reviewed in India on 12 June 2020
5.0 out of 5 stars,"









  
  
    
  My masal for every dish

  
",Reviewed in India on 21 August 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 30 May 2019
5.0 out of 5 stars,"









  
  
    
  Maggi is always love.

  
",Reviewed in India on 14 December 2018
4.0 out of 5 stars,"









  
  
    
  Good value of money but please Atta Noodles Also Sale it's health conscious.k

  
",Reviewed in India on 5 November 2019
5.0 out of 5 stars,"









  
  
    
  Nice. Maggie meri meggie

  
",Reviewed in India on 19 December 2018
5.0 out of 5 stars,"









  
  
    
  very good

  
",Reviewed in India on 24 February 2019
5.0 out of 5 stars,"









  
  
    
  Good product, average price.

  
",Reviewed in India on 26 December 2018
1.0 out of 5 stars,"









  
  
    
  Poor taste, don't buy it online. It is not crunchy at all, so tastes bad.

  
",Reviewed in India on 30 July 2020
5.0 out of 5 stars,"









  
  
    
  nice

  
",Reviewed in India on 4 June 2019
5.0 out of 5 stars,"









  
  
    
  Excellent

  
",Reviewed in India on 5 November 2019
5.0 out of 5 stars,"









  
  
    
  Delivery, packaging and product all were excellent.

  
",Reviewed in India on 22 January 2020
5.0 out of 5 stars,"









  
  
    
  Maggie is all time fav.

  
",Reviewed in India on 14 July 2019
5.0 out of 5 stars,"









  
  
    
  Great and fast delivery

  
",Reviewed in India on 2 February 2019
5.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 8 October 2019
1.0 out of 5 stars,"









  
  
    
  It's not good. Not in taste and not in flavour

  
",Reviewed in India on 13 June 2020
5.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 9 November 2019
4.0 out of 5 stars,"









  
  
    
  Very good n necessary product

  
",Reviewed in India on 8 November 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 September 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 13 November 2018
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 6 February 2019
5.0 out of 5 stars,"









  
  
    
  Very Nice maggi.... but please take care of the packaging next time.. 😊😊

  
",Reviewed in India on 13 July 2020
5.0 out of 5 stars,"









  
  
    
  Maggi noodles like me n my family

  
",Reviewed in India on 5 September 2019
5.0 out of 5 stars,"









  
  
    
  love it

  
",Reviewed in India on 2 February 2019
4.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 12 November 2019
5.0 out of 5 stars,"









  
  
    
  Fwjdhedj

  
",Reviewed in India on 6 March 2020
1.0 out of 5 stars,"









  
  
    
  This item was defective.  I condemn with harsh words.  about this product I was fool that I ordered this crap

  
",Reviewed in India on 13 May 2020
5.0 out of 5 stars,"









  
  
    
  Better price... Fast shipping...

  
",Reviewed in India on 19 November 2018
5.0 out of 5 stars,"









  
  
    
  There is nothing special to explain about 2 minutes Maggi noodles.

  
",Reviewed in India on 10 December 2018
1.0 out of 5 stars,"









  
  
    
  the packets are very small.. its not a such a big deal never try this

  
",Reviewed in India on 10 December 2018
4.0 out of 5 stars,"









  
  
    
  👍

  
",Reviewed in India on 11 December 2019
4.0 out of 5 stars,"









  
  
    
  Good taste

  
",Reviewed in India on 8 August 2020
5.0 out of 5 stars,"









  
  
    
  Excellent buy

  
",Reviewed in India on 22 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 13 April 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 July 2020
4.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 6 June 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 14 August 2019
5.0 out of 5 stars,"









  
  
    
  Good purchase.

  
",Reviewed in India on 30 October 2018
4.0 out of 5 stars,"









  
  
    
  Pros Good Packing, Delivery On TimeCons No One

  
",Reviewed in India on 13 February 2020
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 7 November 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 October 2019
5.0 out of 5 stars,"









  
  
    
  Awesome

  
",Reviewed in India on 3 November 2019
4.0 out of 5 stars,"









  
  
    
  Gud

  
",Reviewed in India on 19 October 2019
5.0 out of 5 stars,"









  
  
    
  thank you

  
",Reviewed in India on 31 January 2020
5.0 out of 5 stars,"









  
  
    
  Very good product with little bit of discount

  
",Reviewed in India on 1 March 2020
5.0 out of 5 stars,"









  
  
    
  Good quality product. We liked it.

  
",Reviewed in India on 24 June 2020
5.0 out of 5 stars,"









  
  
    
  As usual Maggi in less price.

  
",Reviewed in India on 11 December 2019
5.0 out of 5 stars,"









  
  
    
  As usual...Good Product

  
",Reviewed in India on 6 October 2018
4.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 7 December 2018
5.0 out of 5 stars,"









  
  
    
  Very good packing,worth for money

  
",Reviewed in India on 1 February 2020
5.0 out of 5 stars,"









  
  
    
  Value For Money

  
",Reviewed in India on 4 March 2020
5.0 out of 5 stars,"









  
  
    
  Love Maggie noodles... Yammy

  
",Reviewed in India on 31 July 2019
5.0 out of 5 stars,"









  
  
    
  Good product but price is higher than single pouch

  
",Reviewed in India on 10 January 2020
5.0 out of 5 stars,"









  
  
    
  Very good deal. product in perfect condition.

  
",Reviewed in India on 9 October 2018
1.0 out of 5 stars,"









  
  
    
  Very bad product received.Maggie was age old. Disappointed

  
",Reviewed in India on 2 December 2018
5.0 out of 5 stars,"









  
  
    
  Best m best

  
",Reviewed in India on 7 September 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 5 June 2020
4.0 out of 5 stars,"









  
  
    
  Awesome

  
",Reviewed in India on 14 July 2019
1.0 out of 5 stars,"









  
  
    
   Package dimage ..

  
",Reviewed in India on 3 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 5 December 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 16 June 2019
5.0 out of 5 stars,"









  
  
    
  Supper

  
",Reviewed in India on 17 November 2018
4.0 out of 5 stars,"









  
  
    
  Product was good & delivered on time

  
",Reviewed in India on 12 January 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 18 October 2019
5.0 out of 5 stars,"









  
  
    
  good product

  
",Reviewed in India on 9 January 2019
1.0 out of 5 stars,"









  
  
    
  Internal packaging damaged

  
",Reviewed in India on 15 June 2020
4.0 out of 5 stars,"









  
  
    
  Yummy Maggie value for money packaging is good not even single packet crush

  
",Reviewed in India on 26 June 2020
5.0 out of 5 stars,"









  
  
    
  original

  
",Reviewed in India on 15 October 2019
5.0 out of 5 stars,"









  
  
    
  Good product 👍🏾

  
",Reviewed in India on 13 January 2020
5.0 out of 5 stars,"









  
  
    
  Tasaty Yammy 😋and good packing

  
",Reviewed in India on 6 October 2019
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 22 March 2020
4.0 out of 5 stars,"









  
  
    
  Good product.....

  
",Reviewed in India on 6 October 2018
4.0 out of 5 stars,"









  
  
    
  Worth for your money

  
",Reviewed in India on 17 April 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 February 2019
5.0 out of 5 stars,"









  
  
    
  Love of life

  
",Reviewed in India on 5 December 2018
5.0 out of 5 stars,"









  
  
    
  Good one.

  
",Reviewed in India on 12 November 2019
5.0 out of 5 stars,"









  
  
    
  Perfect But Disappointed With Packaging🤗

  
",Reviewed in India on 10 June 2020
5.0 out of 5 stars,"









  
  
    
  satisfied with the quality.

  
",Reviewed in India on 23 December 2018
4.0 out of 5 stars,"









  
  
    
  Tasty

  
",Reviewed in India on 23 November 2018
1.0 out of 5 stars,"









  
  
    
  Received in extremely poor condition, all packets of maggi are completely crushed

  
",Reviewed in India on 22 October 2018
5.0 out of 5 stars,"









  
  
    
  Good! Small packets

  
",Reviewed in India on 11 June 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 December 2018
3.0 out of 5 stars,"









  
  
    
  Good taste

  
",Reviewed in India on 20 July 2020
5.0 out of 5 stars,"









  
  
    
  Love the deal!

  
",Reviewed in India on 18 July 2020
5.0 out of 5 stars,"









  
  
    
  Good one

  
",Reviewed in India on 14 October 2018
5.0 out of 5 stars,"









  
  
    
  Nice Product

  
",Reviewed in India on 8 October 2018
3.0 out of 5 stars,"









  
  
    
  Damaged product received, the instant noodles become instant powder

  
",Reviewed in India on 20 August 2019
2.0 out of 5 stars,"









  
  
    
  I recieved only 8 packed out of 12, this is such a bad experience for me to order from Amazon

  
",Reviewed in India on 7 June 2020
4.0 out of 5 stars,"









  
  
    
  Maggie......always good

  
",Reviewed in India on 1 May 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 27 June 2019
3.0 out of 5 stars,"









  
  
    
  Good product but packaging needs betterment.

  
",Reviewed in India on 26 May 2020
3.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 17 January 2019
5.0 out of 5 stars,"









  
  
    
  Well packed, expiry date is way beyond but I haven't receive ₹15 cashback for opting pickup instead of delivery.

  
",Reviewed in India on 6 October 2019
5.0 out of 5 stars,"









  
  
    
  Love

  
",Reviewed in India on 7 October 2019
5.0 out of 5 stars,"









  
  
    
  Great

  
",Reviewed in India on 17 September 2019
4.0 out of 5 stars,"









  
  
    
  nice packing and good product

  
",Reviewed in India on 16 November 2018
4.0 out of 5 stars,"









  
  
    
  Taste thora kom hai

  
",Reviewed in India on 13 October 2019
5.0 out of 5 stars,"









  
  
    
  Good to eat

  
",Reviewed in India on 2 February 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 13 December 2018
5.0 out of 5 stars,"









  
  
    
  Same product as you bought from anywhere..Nothing special..Quick and free delivery is the best thing

  
",Reviewed in India on 19 February 2019
5.0 out of 5 stars,"









  
  
    
  Great product esp the packaging

  
",Reviewed in India on 27 December 2019
5.0 out of 5 stars,"









  
  
    
  Excellent

  
",Reviewed in India on 23 August 2019
5.0 out of 5 stars,"









  
  
    
  Like

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
  Healthy food

  
",Reviewed in India on 11 November 2018
5.0 out of 5 stars,"









  
  
    
  Tasty, Noodles.

  
",Reviewed in India on 20 January 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 14 July 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 9 December 2018
5.0 out of 5 stars,"









  
  
    
  Worth

  
",Reviewed in India on 25 December 2018
5.0 out of 5 stars,"









  
  
    
  Loved it.

  
",Reviewed in India on 10 August 2020
5.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 19 July 2019
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 16 December 2018
5.0 out of 5 stars,"









  
  
    
  Awesome

  
",Reviewed in India on 23 December 2018
4.0 out of 5 stars,"









  
  
    
  Gud tste....& Avalbe in les price thn the mrkt...

  
",Reviewed in India on 6 October 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 November 2018
4.0 out of 5 stars,"









  
  
    
  Like

  
",Reviewed in India on 23 March 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 1 February 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 29 February 2020
5.0 out of 5 stars,"









  
  
    
  it was delivered on time in good condition....

  
",Reviewed in India on 22 May 2020
5.0 out of 5 stars,"









  
  
    
  Really nice product.✌  And thanks again amazon for your best delivery.

  
",Reviewed in India on 14 October 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 December 2019
5.0 out of 5 stars,"









  
  
    
  Mast

  
",Reviewed in India on 21 December 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 November 2019
5.0 out of 5 stars,"









  
  
    
  Is good product

  
",Reviewed in India on 25 June 2019
5.0 out of 5 stars,"









  
  
    
  Got 12 @117 great deal also packing was amazing

  
",Reviewed in India on 26 October 2019
5.0 out of 5 stars,"









  
  
    
  I liked the pack with discounted price

  
",Reviewed in India on 16 November 2018
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 3 January 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 1 July 2020
5.0 out of 5 stars,"









  
  
    
  I love the new packaging of Maggi Noodles,easy to find on the shelf. Great afternoon snack which is very quick and easy to make.

  
",Reviewed in India on 23 November 2018
3.0 out of 5 stars,"









  
  
    
  Like

  
",Reviewed in India on 26 March 2019
5.0 out of 5 stars,"









  
  
    
  Package good

  
",Reviewed in India on 1 March 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 January 2019
5.0 out of 5 stars,"









  
  
    
  Super

  
",Reviewed in India on 15 November 2018
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 August 2019
5.0 out of 5 stars,"









  
  
    
  I just like pack of 12 and ordered 2 more :). It was well packed.

  
",Reviewed in India on 28 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 27 July 2019
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 17 January 2020
1.0 out of 5 stars,"









  
  
    
  It is a duplicate product

  
",Reviewed in India on 10 June 2020
4.0 out of 5 stars,"









  
  
    
  Mast

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 6 September 2019
5.0 out of 5 stars,"









  
  
    
  Very good quality. Very good for its flavour. Wow quality.

  
",Reviewed in India on 9 July 2020
5.0 out of 5 stars,"









  
  
    
  Value for money and nice flavour.

  
",Reviewed in India on 2 September 2019
3.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 7 March 2020
5.0 out of 5 stars,"









  
  
    
  Excellent product

  
",Reviewed in India on 26 December 2018
4.0 out of 5 stars,"









  
  
    
  Good product as usual. Price should be less.

  
",Reviewed in India on 20 June 2020
1.0 out of 5 stars,"









  
  
    
  The Maggi noodles are crushed an broken inside packet. Can send you the details oncethe packet is opened

  
",Reviewed in India on 11 July 2020
4.0 out of 5 stars,"









  
  
    
  Product was good! You can buy undoubtedly

  
",Reviewed in India on 22 July 2020
3.0 out of 5 stars,"









  
  
    
  Notbad

  
",Reviewed in India on 8 July 2020
4.0 out of 5 stars,"









  
  
    
  it is good product

  
",Reviewed in India on 3 January 2019
