stars,comment,date
5.0 out of 5 stars,"









  
  
    
  Nothing to say

  
",Reviewed in India on 22 June 2020
4.0 out of 5 stars,"









  
  
    
  Got with sipping charges

  
",Reviewed in India on 3 August 2020
5.0 out of 5 stars,"









  
  
    
  Nothing to review it.

  
",Reviewed in India on 11 January 2020
2.0 out of 5 stars,"









  
  
    
  Well discounted and tasty product but badly crushed

  
",Reviewed in India on 15 February 2019
1.0 out of 5 stars,"









  
  
    
  This is very unfair.packet says it contains six pieces of Maggie in it,but I received only five.that too toota foota... Too crushed to be named as noodles.highly dissatisfied and disappointed...

  
",Reviewed in India on 19 July 2019
1.0 out of 5 stars,"









  
  
    
  i got totally broken Maggie  very disappointed with this please replace this

  
",Reviewed in India on 8 June 2020
5.0 out of 5 stars,"









  
  
    
  Maggi is always best

  
",Reviewed in India on 8 May 2020
5.0 out of 5 stars,"









  
  
    
  Nice and tasty

  
",Reviewed in India on 12 June 2020
1.0 out of 5 stars,"









  
  
    
  small packet than regular size that why they are selling in less price

  
",Reviewed in India on 14 January 2019
5.0 out of 5 stars,"









  
  
    
  Received 10 Maggie packet instead of 12 packet. Very regretful thing. Please take action and send me 2 packet. Without courrier charges. Gross packing was torn

  
",Reviewed in India on 16 April 2020
3.0 out of 5 stars,"









  
  
    
  Maggi is ok but packaging is not satisfactory.....

  
",Reviewed in India on 4 August 2020
4.0 out of 5 stars,"









  
  
    
  There was a tiny cut or torn on the packet & it's dubious in this period otherwise Amazon is great as always. Thanks

  
",Reviewed in India on 3 August 2020
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 8 May 2020
5.0 out of 5 stars,"









  
  
    
  Orignal

  
",Reviewed in India on 18 May 2020
3.0 out of 5 stars,"









  
  
    
  The pack came with already crushed noodles

  
",Reviewed in India on 23 November 2019
1.0 out of 5 stars,"









  
  
    
  It has become powder unfortunately no return policy

  
",Reviewed in India on 25 August 2018
1.0 out of 5 stars,"









  
  
    
  Get Power , dust items . Replace this.

  
",Reviewed in India on 13 August 2020
1.0 out of 5 stars,"









  
  
    
  Maggi packet was teared most probably it was eaten by rat.I am not claiming for replacement because of grocery items but please do not repeat it also. Thank you

  
",Reviewed in India on 19 March 2020
5.0 out of 5 stars,"









  
  
    
  It's been part of our family since ages 😁

  
",Reviewed in India on 17 June 2019
5.0 out of 5 stars,"









  
  
    
  Had a great experience with Amazon pantry, good products in less price with a extra 20% cash back.

  
",Reviewed in India on 7 August 2018
1.0 out of 5 stars,"









  
  
    
  Received items which are about to expire. Actually  I ordered 7 packs hence I would not be able to use all of them. Check expiry date after receipt.

  
",Reviewed in India on 29 May 2020
3.0 out of 5 stars,"









  
  
    
  packing has only one month left for expiry

  
",Reviewed in India on 23 August 2019
5.0 out of 5 stars,"









  
  
    
  Great...

  
",Reviewed in India on 13 July 2020
4.0 out of 5 stars,"









  
  
    
  Great flavour, value for money, fast shipping

  
",Reviewed in India on 22 August 2019
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 24 March 2020
1.0 out of 5 stars,"









  
  
    
  All it came in a crushed form inside pocket

  
",Reviewed in India on 27 January 2020
1.0 out of 5 stars,"









  
  
    
  Not a good choice

  
",Reviewed in India on 26 July 2020
1.0 out of 5 stars,"









  
  
    
  The package was fine but inside the Maggi was completely broken...

  
",Reviewed in India on 24 January 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 June 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 19 May 2020
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 17 July 2020
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 26 April 2020
4.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 17 June 2020
5.0 out of 5 stars,"









  
  
    
  Good Product from Maggie

  
",Reviewed in India on 19 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 23 April 2020
5.0 out of 5 stars,"









  
  
    
  Very good taste

  
",Reviewed in India on 11 July 2020
5.0 out of 5 stars,"









  
  
    
  Great product

  
",Reviewed in India on 5 August 2020
5.0 out of 5 stars,"









  
  
    
  Value of Money

  
",Reviewed in India on 8 May 2020
5.0 out of 5 stars,"









  
  
    
  Good one

  
",Reviewed in India on 13 August 2020
5.0 out of 5 stars,"









  
  
    
  Fantastic

  
",Reviewed in India on 14 June 2020
4.0 out of 5 stars,"









  
  
    
  All eat this, what can I say?

  
",Reviewed in India on 8 October 2019
5.0 out of 5 stars,"









  
  
    
  Maagi is a champion always

  
",Reviewed in India on 23 January 2020
1.0 out of 5 stars,"









  
  
    
  Doesn't taste like original one....... something wrong.....masala tastes awful......DNT BUY PLZ.......

  
",Reviewed in India on 18 March 2020
4.0 out of 5 stars,"









  
  
    
  Good. Go for it.Price is very less in Amazon than a local shop.

  
",Reviewed in India on 25 January 2020
5.0 out of 5 stars,"









  
  
    
  quick service

  
",Reviewed in India on 21 June 2020
3.0 out of 5 stars,"









  
  
    
  Normal in all...but I received 1 less maggi in pack..don't know how it is possible

  
",Reviewed in India on 21 July 2018
5.0 out of 5 stars,"









  
  
    
  Had a nice taste and aroma. Loved the taste.

  
",Reviewed in India on 11 May 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 July 2020
5.0 out of 5 stars,"









  
  
    
  Good quality

  
",Reviewed in India on 6 August 2020
5.0 out of 5 stars,"









  
  
    
  Good packing

  
",Reviewed in India on 9 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 7 March 2020
5.0 out of 5 stars,"









  
  
    
  It gives very good aroma after makingVery delicious  with all ingredientsAnd ur magi masala to good .when we put in maggi

  
",Reviewed in India on 13 December 2019
5.0 out of 5 stars,"









  
  
    
  What more it's Maggi,, enjoy it

  
",Reviewed in India on 9 September 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 12 August 2020
4.0 out of 5 stars,"









  
  
    
  I personally dislike but children likes too much so I order for purchase .

  
",Reviewed in India on 1 August 2020
5.0 out of 5 stars,"









  
  
    
  Nice regular Maggi noodles. Can't go wrong with these lifesavers.

  
",Reviewed in India on 21 January 2019
1.0 out of 5 stars,"









  
  
    
  It’s a duplicate product , don’t buy it. Don’t have return option as well.

  
",Reviewed in India on 11 February 2019
5.0 out of 5 stars,"









  
  
    
  I got it on 29 april and it was manufactured on 15 april straight from the company just go for it

  
",Reviewed in India on 6 May 2020
5.0 out of 5 stars,"









  
  
    
  Very very very good, Fresh Maggi. Manufacturering date is 5 June 2020, new package delivered, I will buy again.

  
",Reviewed in India on 26 June 2020
5.0 out of 5 stars,"









  
  
    
  very good

  
",Reviewed in India on 24 June 2020
5.0 out of 5 stars,"









  
  
    
  Excellent

  
",Reviewed in India on 28 July 2020
5.0 out of 5 stars,"









  
  
    
  great pricing and additional cashback and superior packaging and timely delivery and proper updates

  
",Reviewed in India on 14 September 2019
2.0 out of 5 stars,"









  
  
    
  Looking fake product

  
",Reviewed in India on 28 December 2019
5.0 out of 5 stars,"









  
  
    
  Nice product.... And so cheap

  
",Reviewed in India on 16 June 2020
4.0 out of 5 stars,"









  
  
    
  OK

  
",Reviewed in India on 5 June 2020
5.0 out of 5 stars,"









  
  
    
  Price is lower and packing is good

  
",Reviewed in India on 10 November 2019
1.0 out of 5 stars,"









  
  
    
  The packet got holes and found ants inside.. the smell of the noodles get bad smell.. couldn’t return this item

  
",Reviewed in India on 18 June 2020
3.0 out of 5 stars,"









  
  
    
  OKAY. Fresh enough product and not crushed as some customers had stated in their reviews etc.

  
",Reviewed in India on 11 April 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 March 2020
4.0 out of 5 stars,"









  
  
    
  Cannot be made in 2 minutes unless they eat it raw.

  
",Reviewed in India on 16 March 2019
3.0 out of 5 stars,"









  
  
    
  Good product from Amazon pantry

  
",Reviewed in India on 4 August 2019
5.0 out of 5 stars,"









  
  
    
  Nice flavour

  
",Reviewed in India on 25 April 2020
5.0 out of 5 stars,"









  
  
    
  As expected

  
",Reviewed in India on 25 February 2020
1.0 out of 5 stars,"









  
  
    
  I received noodles in broken condition with antes inside packet.

  
",Reviewed in India on 17 May 2020
4.0 out of 5 stars,"









  
  
    
  Love Maggie... But the only problem is that I always receive broken Maggie... 🙁

  
",Reviewed in India on 9 August 2018
5.0 out of 5 stars,"









  
  
    
  Maggie always tasty 😋

  
",Reviewed in India on 9 October 2019
5.0 out of 5 stars,"









  
  
    
  Affordable price

  
",Reviewed in India on 12 November 2019
4.0 out of 5 stars,"









  
  
    
  Stop gap hunger food

  
",Reviewed in India on 5 March 2020
5.0 out of 5 stars,"









  
  
    
  Wow, kids love maggie

  
",Reviewed in India on 4 October 2019
5.0 out of 5 stars,"









  
  
    
  It never get ready in 2minutes

  
",Reviewed in India on 13 June 2020
5.0 out of 5 stars,"









  
  
    
  Maggi is all time favourite

  
",Reviewed in India on 30 May 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 24 June 2020
5.0 out of 5 stars,"









  
  
    
  Maggi needs no reviews.  I just love Maggi,,  whether in sandwich or with soup.  Nothing beats original Maggi masala.

  
",Reviewed in India on 14 August 2018
1.0 out of 5 stars,"









  
  
    
  I am giving  this review  as I recvd item with all broken maggi...As we know that Maggi is test is good...

  
",Reviewed in India on 25 April 2020
5.0 out of 5 stars,"









  
  
    
  Order this from amazon. High quality definitely value for money. Thanks Amazon for prompt delivery

  
",Reviewed in India on 19 July 2020
1.0 out of 5 stars,"









  
  
    
  Product was not good and inside Maggi full broken like powder

  
",Reviewed in India on 9 December 2018
5.0 out of 5 stars,"









  
  
    
  Courier boy had not covered his face using mask. Pls ask them to strictly follow the rules and cover their faces and sanitize their hand regularly.

  
",Reviewed in India on 16 May 2020
5.0 out of 5 stars,"









  
  
    
  Nice, value for Money#

  
",Reviewed in India on 8 September 2019
4.0 out of 5 stars,"









  
  
    
  Good as always

  
",Reviewed in India on 7 November 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 March 2020
5.0 out of 5 stars,"









  
  
    
  Ever Green

  
",Reviewed in India on 1 July 2020
5.0 out of 5 stars,"









  
  
    
  Good taste and no body matches this

  
",Reviewed in India on 26 May 2019
5.0 out of 5 stars,"









  
  
    
  Easy to prepare and opted by many person.

  
",Reviewed in India on 23 May 2019
5.0 out of 5 stars,"









  
  
    
  Received material in damaged condition, can’t believe

  
",Reviewed in India on 5 August 2020
5.0 out of 5 stars,"









  
  
    
  Superb..... Product....There are 12 maggi in the packet.....One maggi cost 12 rs...12rs ×12=144rs....Great taste, delivered safe...

  
",Reviewed in India on 14 May 2020
4.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 11 October 2019
1.0 out of 5 stars,"









  
  
    
  Very poor all products book one time but delivery not same time and ad to cart show all products free delivery but booking time cut off delivery charges

  
",Reviewed in India on 24 June 2020
1.0 out of 5 stars,"









  
  
    
  Completey crushed packets received. I ordered multiple items and Maggie packets were placed below all other item due to which all packets got crushed.

  
",Reviewed in India on 4 June 2020
3.0 out of 5 stars,"









  
  
    
  Problem with this Maggie is always the packaging. Whenever I order Maggie I always find the Maggie slices r either in broken condition or as powdered maggie. Else its fine.

  
",Reviewed in India on 17 October 2018
4.0 out of 5 stars,"









  
  
    
  It's not so good. Just ok. Much chili test

  
",Reviewed in India on 6 February 2019
4.0 out of 5 stars,"









  
  
    
  Most of the kids like MAGGI. It would be liked more even by elders if you could price it marginally lower.

  
",Reviewed in India on 20 November 2019
2.0 out of 5 stars,"









  
  
    
  The maggi noodles packet arrived in damaged condition .

  
",Reviewed in India on 18 September 2018
3.0 out of 5 stars,"









  
  
    
  Packet was torn n open from one end.

  
",Reviewed in India on 11 August 2019
5.0 out of 5 stars,"









  
  
    
  I always love Maggi 😊😘😘! Can't find any fault at all.

  
",Reviewed in India on 24 October 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 March 2020
5.0 out of 5 stars,"









  
  
    
  Worth for money

  
",Reviewed in India on 5 July 2020
1.0 out of 5 stars,"









  
  
    
  When it arrived it was in a bad state .Need to work on the delivery state of the order too..

  
",Reviewed in India on 13 January 2019
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 11 July 2020
5.0 out of 5 stars,"









  
  
    
  All time favourite Maggie.

  
",Reviewed in India on 21 November 2019
3.0 out of 5 stars,"









  
  
    
  Good , but the market MRP is 40, and this has MRP of 44, sad to see the quality .

  
",Reviewed in India on 16 June 2018
5.0 out of 5 stars,"









  
  
    
  Meri maggi family size

  
",Reviewed in India on 29 May 2020
1.0 out of 5 stars,"









  
  
    
  It is not a basmati rice. Very bad in test .

  
",Reviewed in India on 7 October 2018
5.0 out of 5 stars,"









  
  
    
  During this period of lockdown , Maggi was luxury , had issues along with packing, actually I found two packets were little holes on it n ants were inside

  
",Reviewed in India on 12 April 2020
5.0 out of 5 stars,"









  
  
    
  I love it

  
",Reviewed in India on 31 January 2020
4.0 out of 5 stars,"









  
  
    
  Taste is not same as it used to be in past

  
",Reviewed in India on 10 April 2019
5.0 out of 5 stars,"









  
  
    
  Great packaging! Economical! Best for light snacking!

  
",Reviewed in India on 9 August 2020
5.0 out of 5 stars,"









  
  
    
  Love to eat

  
",Reviewed in India on 10 November 2019
5.0 out of 5 stars,"









  
  
    
  Product is good as described but delivery person sucks

  
",Reviewed in India on 2 January 2019
3.0 out of 5 stars,"









  
  
    
  Masala Maggi is all-time favorite. That perticuler flavour is awesome. But package was not good . All the noodles got crumbled.

  
",Reviewed in India on 17 November 2019
4.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 31 March 2020
4.0 out of 5 stars,"









  
  
    
  Good and affordable

  
",Reviewed in India on 5 October 2019
3.0 out of 5 stars,"









  
  
    
  Good product but not better

  
",Reviewed in India on 13 July 2019
4.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 11 January 2020
4.0 out of 5 stars,"









  
  
    
  Nice product. Good taste.

  
",Reviewed in India on 20 July 2019
5.0 out of 5 stars,"









  
  
    
  Maggie to Maggie hai.

  
",Reviewed in India on 21 August 2019
2.0 out of 5 stars,"









  
  
    
  All broken noodles , bad new packaging by Maggi (Nestle)

  
",Reviewed in India on 13 July 2020
1.0 out of 5 stars,"









  
  
    
  Thats why thr is no replacement for this product is our money has no value worst product i got. shame on such a big company

  
",Reviewed in India on 11 December 2019
5.0 out of 5 stars,"









  
  
    
  Kids love it all the time

  
",Reviewed in India on 5 October 2019
5.0 out of 5 stars,"









  
  
    
  Purchase monthly grocery during Super Value Day for bes price.

  
",Reviewed in India on 21 July 2019
5.0 out of 5 stars,"









  
  
    
  Awesome

  
",Reviewed in India on 23 November 2019
5.0 out of 5 stars,"









  
  
    
  Good acking

  
",Reviewed in India on 7 June 2020
4.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 9 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 20 March 2020
5.0 out of 5 stars,"









  
  
    
  Original product better with the cash back

  
",Reviewed in India on 25 February 2019
5.0 out of 5 stars,"









  
  
    
  Good Product

  
",Reviewed in India on 12 October 2019
4.0 out of 5 stars,"









  
  
    
  Good value for money

  
",Reviewed in India on 12 August 2019
5.0 out of 5 stars,"









  
  
    
  Nice. Product at a discounted price of rs 68.

  
",Reviewed in India on 17 February 2019
1.0 out of 5 stars,"









  
  
    
  All crushed

  
",Reviewed in India on 30 March 2019
3.0 out of 5 stars,"









  
  
    
  Ok only. Broken pieces and not same as shown in the picture.

  
",Reviewed in India on 8 August 2020
5.0 out of 5 stars,"









  
  
    
  This item doesn't need a review. Every one likes it as a quick snack meal

  
",Reviewed in India on 30 June 2018
3.0 out of 5 stars,"









  
  
    
  You should buy it from local stores as it was totally crushed.

  
",Reviewed in India on 5 November 2019
5.0 out of 5 stars,"









  
  
    
  Good price, good service and good discount.

  
",Reviewed in India on 9 March 2019
4.0 out of 5 stars,"









  
  
    
  standard  qu ality product.

  
",Reviewed in India on 7 June 2019
3.0 out of 5 stars,"









  
  
    
  Great product but very less quantity than shops !

  
",Reviewed in India on 13 March 2019
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 12 August 2020
5.0 out of 5 stars,"









  
  
    
  Very very good

  
",Reviewed in India on 2 March 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 July 2020
1.0 out of 5 stars,"









  
  
    
  Full pack consists of two different flavors 6 each but inside masala pack is same. Single flavor only. Very bad product

  
",Reviewed in India on 1 August 2020
5.0 out of 5 stars,"









  
  
    
  Best in quality and taste too.

  
",Reviewed in India on 4 May 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 November 2019
3.0 out of 5 stars,"









  
  
    
  HelloMaggie was in crashed form in the packet...this is not the way to deliver....sorry to say I m disappointed with this

  
",Reviewed in India on 12 June 2020
4.0 out of 5 stars,"









  
  
    
  Good quality

  
",Reviewed in India on 11 September 2019
5.0 out of 5 stars,"









  
  
    
  Best and excellent product

  
",Reviewed in India on 9 October 2019
1.0 out of 5 stars,"









  
  
    
  Torn packet and wrong item

  
",Reviewed in India on 26 July 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 3 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 November 2019
1.0 out of 5 stars,"









  
  
    
  All most all broken

  
",Reviewed in India on 1 March 2020
5.0 out of 5 stars,"









  
  
    
  Maggi

  
",Reviewed in India on 29 February 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 October 2019
5.0 out of 5 stars,"









  
  
    
  need no review for this... Maggi is the best noodles available in the market

  
",Reviewed in India on 24 July 2018
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 25 November 2019
1.0 out of 5 stars,"









  
  
    
  The packet was not in a good condition.. The maggi packet was worn/ tear and maggi was all spread in the box. This was very disappointed experience.

  
",Reviewed in India on 30 April 2020
4.0 out of 5 stars,"









  
  
    
  Okay

  
",Reviewed in India on 18 May 2020
5.0 out of 5 stars,"









  
  
    
  Who's don't know any Maggi nice deal got it in ok condition

  
",Reviewed in India on 11 October 2018
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 5 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice taste

  
",Reviewed in India on 12 September 2019
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 18 November 2019
1.0 out of 5 stars,"









  
  
    
  I think it is fake

  
",Reviewed in India on 9 October 2019
3.0 out of 5 stars,"









  
  
    
  Tasty but try to avoid these kind of products

  
",Reviewed in India on 18 January 2019
5.0 out of 5 stars,"









  
  
    
  Nice flavor.

  
",Reviewed in India on 6 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 24 October 2019
5.0 out of 5 stars,"









  
  
    
  Good product with good quality

  
",Reviewed in India on 12 June 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 12 November 2019
3.0 out of 5 stars,"









  
  
    
  Average

  
",Reviewed in India on 20 November 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 October 2019
5.0 out of 5 stars,"









  
  
    
  This was good.

  
",Reviewed in India on 22 July 2020
3.0 out of 5 stars,"









  
  
    
  Its ok to have it in scarcity of time. However, I like the atta noodles more.

  
",Reviewed in India on 28 February 2018
5.0 out of 5 stars,"









  
  
    
  I place order of 5 packets maggi 12 pack , but received only 4 packets .

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
  Awesome flavor

  
",Reviewed in India on 18 September 2019
2.0 out of 5 stars,"









  
  
    
  Product is fully crused and noodles are can't be counted as the whole product is crushedNot happy with this

  
",Reviewed in India on 11 August 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 December 2019
5.0 out of 5 stars,"









  
  
    
  Old is gold.Dont know about lead issue now.

  
",Reviewed in India on 1 December 2018
1.0 out of 5 stars,"









  
  
    
  I received the Maggie big pack in Damaged condition from inside. All the noodles were broken completely into pieces inside packet.

  
",Reviewed in India on 17 March 2020
5.0 out of 5 stars,"









  
  
    
  Nice 👍

  
",Reviewed in India on 4 September 2019
5.0 out of 5 stars,"









  
  
    
  12 packs of Maggi....the most prestigious thing in lockdown

  
",Reviewed in India on 6 May 2020
4.0 out of 5 stars,"









  
  
    
  Ease of cooking with perfect taste my maggi

  
",Reviewed in India on 5 May 2020
5.0 out of 5 stars,"









  
  
    
  Very tasty easy to make and my kids love it

  
",Reviewed in India on 5 March 2020
3.0 out of 5 stars,"









  
  
    
  Good . test is not like older maggi.

  
",Reviewed in India on 12 February 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 19 October 2019
1.0 out of 5 stars,"









  
  
    
  Broken and expire maggiee. Don't buy maggiee from amazon

  
",Reviewed in India on 12 May 2020
5.0 out of 5 stars,"









  
  
    
  Love everything about Maggi. Nothing can take its place.

  
",Reviewed in India on 18 February 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 24 November 2019
5.0 out of 5 stars,"









  
  
    
  9icc

  
",Reviewed in India on 13 March 2020
5.0 out of 5 stars,"









  
  
    
  Super tasty and yummy

  
",Reviewed in India on 13 August 2020
4.0 out of 5 stars,"









  
  
    
  Better, tasty to eat ad easy to make.

  
",Reviewed in India on 23 February 2019
1.0 out of 5 stars,"









  
  
    
  It open and not in full quantity.

  
",Reviewed in India on 8 November 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 26 October 2019
5.0 out of 5 stars,"









  
  
    
  Yummy Maggi Noodles 😋

  
",Reviewed in India on 8 May 2020
5.0 out of 5 stars,"









  
  
    
  All time favourite of everyone in my home

  
",Reviewed in India on 25 December 2018
5.0 out of 5 stars,"









  
  
    
  Good Product

  
",Reviewed in India on 5 August 2019
5.0 out of 5 stars,"









  
  
    
  Excellant

  
",Reviewed in India on 18 June 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 7 October 2019
1.0 out of 5 stars,"









  
  
    
  Mashed up

  
",Reviewed in India on 3 September 2019
5.0 out of 5 stars,"









  
  
    
  awesome

  
",Reviewed in India on 13 October 2019
4.0 out of 5 stars,"









  
  
    
  Good test

  
",Reviewed in India on 17 September 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 7 November 2019
5.0 out of 5 stars,"









  
  
    
  Good discounts

  
",Reviewed in India on 21 August 2019
3.0 out of 5 stars,"









  
  
    
  All maagi was broken into small pieces.

  
",Reviewed in India on 17 May 2020
4.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 23 September 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 29 October 2019
4.0 out of 5 stars,"









  
  
    
  The go-to dinner after dinner time.

  
",Reviewed in India on 16 March 2019
5.0 out of 5 stars,"









  
  
    
  Worth the money packet.

  
",Reviewed in India on 12 January 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 17 November 2019
5.0 out of 5 stars,"









  
  
    
  Na

  
",Reviewed in India on 25 July 2020
1.0 out of 5 stars,"









  
  
    
  Very bad experience. Received open packet with ants inside

  
",Reviewed in India on 6 May 2020
5.0 out of 5 stars,"









  
  
    
  Superb superb

  
",Reviewed in India on 31 October 2019
5.0 out of 5 stars,"









  
  
    
  Very good taste very good product

  
",Reviewed in India on 5 March 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 November 2019
1.0 out of 5 stars,"









  
  
    
  Flovor is salty..fake one

  
",Reviewed in India on 11 February 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
  Use it in Emergency . So brought it

  
",Reviewed in India on 14 February 2019
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 6 May 2020
3.0 out of 5 stars,"









  
  
    
  Sema tasty

  
",Reviewed in India on 25 September 2019
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 4 September 2019
1.0 out of 5 stars,"









  
  
    
  I ordered 2 packets of maggie noddles 560gms.I received 1 packet with 8 pieces and the other with 6.

  
",Reviewed in India on 5 August 2019
5.0 out of 5 stars,"









  
  
    
  It's original and good got current manufacturer product

  
",Reviewed in India on 17 September 2019
5.0 out of 5 stars,"









  
  
    
  Maggie is always good

  
",Reviewed in India on 6 August 2019
4.0 out of 5 stars,"









  
  
    
  It should be healthy And tasty food.

  
",Reviewed in India on 8 August 2019
5.0 out of 5 stars,"









  
  
    
  Love it

  
",Reviewed in India on 6 August 2019
4.0 out of 5 stars,"









  
  
    
  Good stuff. Everyone should have it.

  
",Reviewed in India on 24 May 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 23 May 2020
1.0 out of 5 stars,"









  
  
    
  Got expired dated product

  
",Reviewed in India on 18 November 2019
4.0 out of 5 stars,"









  
  
    
  Good product. Better than any similar brand in taste

  
",Reviewed in India on 21 May 2019
2.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 1 October 2019
4.0 out of 5 stars,"









  
  
    
  Quality not up to mark

  
",Reviewed in India on 6 March 2020
1.0 out of 5 stars,"









  
  
    
  I bought 8 packets all packets were crushed Very badly.

  
",Reviewed in India on 13 June 2020
1.0 out of 5 stars,"









  
  
    
  Not useable ....It's broken in box ...

  
",Reviewed in India on 15 July 2020
5.0 out of 5 stars,"









  
  
    
  Nice taste

  
",Reviewed in India on 23 June 2019
1.0 out of 5 stars,"









  
  
    
  Expiry date materials received

  
",Reviewed in India on 1 April 2019
1.0 out of 5 stars,"









  
  
    
  This product is not real. Far from the taste of real Maggi....Amazon need to look into it...Nestle should make note it....

  
",Reviewed in India on 17 May 2020
5.0 out of 5 stars,"









  
  
    
  value for money

  
",Reviewed in India on 20 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 19 August 2019
4.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 24 June 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 11 November 2019
5.0 out of 5 stars,"









  
  
    
  Sunday ho ya Monday roz khao Maggie

  
",Reviewed in India on 19 June 2020
5.0 out of 5 stars,"









  
  
    
  Product was fine

  
",Reviewed in India on 21 May 2019
4.0 out of 5 stars,"









  
  
    
  this is a great deal.

  
",Reviewed in India on 28 July 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 20 August 2019
2.0 out of 5 stars,"









  
  
    
  Got a defective product. When i m about to return it it shows no return for this item. Very disappointed with amazon. Please improve.

  
",Reviewed in India on 30 June 2020
1.0 out of 5 stars,"









  
  
    
  One item short this order maggi 2pes order but  I recieved one only so please arrange my balance  order are refund my balance  amount

  
",Reviewed in India on 9 June 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 27 September 2019
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 October 2019
1.0 out of 5 stars,"









  
  
    
  Worst quality i have ever seen on amazon.The packet was opened. How can i rely on the quality of maggie now

  
",Reviewed in India on 28 March 2019
5.0 out of 5 stars,"









  
  
    
  Alright

  
",Reviewed in India on 21 August 2019
5.0 out of 5 stars,"









  
  
    
  Best rate

  
",Reviewed in India on 8 March 2020
4.0 out of 5 stars,"









  
  
    
  Inside pieces are totally fragmented . Seems someone has played with the inside items as a ball in his bat.

  
",Reviewed in India on 16 June 2020
