stars,comment,date
5.0 out of 5 stars,"









  
  
    
  2 min mai taiyar Maggie 😂😂😂😂

  
",Reviewed in India on 9 October 2019
5.0 out of 5 stars,"









  
  
    
  good in this price.

  
",Reviewed in India on 26 August 2017
5.0 out of 5 stars,"









  
  
    
  Always good

  
",Reviewed in India on 10 September 2018
1.0 out of 5 stars,"









  
  
    
  Bad

  
",Reviewed in India on 29 October 2019
1.0 out of 5 stars,"









  
  
    
  Waste product totally broken 😖😖

  
",Reviewed in India on 28 January 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 13 January 2018
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 21 October 2019
1.0 out of 5 stars,"









  
  
    
  Price is too high

  
",Reviewed in India on 29 November 2018
5.0 out of 5 stars,"









  
  
    
  Ok, good for price.

  
",Reviewed in India on 17 May 2018
4.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 4 March 2019
1.0 out of 5 stars,"









  
  
    
  Broken packet received

  
",Reviewed in India on 30 December 2017
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 17 July 2018
5.0 out of 5 stars,"









  
  
    
  😍

  
",Reviewed in India on 26 March 2019
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 4 March 2020
4.0 out of 5 stars,"









  
  
    
  Good Packaging,delivery within time and value for money.

  
",Reviewed in India on 5 October 2019
5.0 out of 5 stars,"









  
  
    
  Special food for kids

  
",Reviewed in India on 26 May 2019
1.0 out of 5 stars,"









  
  
    
  Very disappointed

  
",Reviewed in India on 2 September 2019
1.0 out of 5 stars,"









  
  
    
  Amount 66 pay 125 price

  
",Reviewed in India on 12 February 2019
5.0 out of 5 stars,"









  
  
    
  Vry taste and yummy.i like vry much

  
",Reviewed in India on 12 November 2019
1.0 out of 5 stars,"









  
  
    
  It was all broken to powder... was under all heavy stuff.

  
",Reviewed in India on 29 April 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 21 August 2019
5.0 out of 5 stars,"









  
  
    
  No need to explain.Maggi is always unbelievable taste.

  
",Reviewed in India on 2 November 2017
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 6 October 2019
5.0 out of 5 stars,"









  
  
    
  One of favourites of my children.

  
",Reviewed in India on 3 May 2020
4.0 out of 5 stars,"









  
  
    
  ok

  
",Reviewed in India on 9 February 2018
5.0 out of 5 stars,"









  
  
    
  Love Maggi.

  
",Reviewed in India on 15 December 2017
1.0 out of 5 stars,"









  
  
    
  I got crushed maggie 😞😡

  
",Reviewed in India on 8 August 2020
5.0 out of 5 stars,"









  
  
    
  Always my fav maggi

  
",Reviewed in India on 3 November 2019
5.0 out of 5 stars,"









  
  
    
  Best

  
",Reviewed in India on 23 February 2019
5.0 out of 5 stars,"









  
  
    
  No reason to give Maggi a less star.Always 5 star ;)

  
",Reviewed in India on 11 July 2017
5.0 out of 5 stars,"









  
  
    
  Maggi as awesome as home cooked.

  
",Reviewed in India on 28 June 2020
5.0 out of 5 stars,"









  
  
    
  Flavors should change

  
",Reviewed in India on 22 July 2019
1.0 out of 5 stars,"









  
  
    
  The packet was damaged and the Maggie crushed to powder.

  
",Reviewed in India on 11 April 2020
5.0 out of 5 stars,"









  
  
    
  Maggie is the best. Nice tasty masala noodles.

  
",Reviewed in India on 11 August 2017
5.0 out of 5 stars,"









  
  
    
  Very good product

  
",Reviewed in India on 4 March 2018
5.0 out of 5 stars,"









  
  
    
  Tasty

  
",Reviewed in India on 2 May 2020
1.0 out of 5 stars,"









  
  
    
  Received this Maggi in totally damaged condition. Every fiber of Maggi is broken

  
",Reviewed in India on 17 July 2019
5.0 out of 5 stars,"









  
  
    
  Everything's fine, except that the noodles were a little crushed up.

  
",Reviewed in India on 11 February 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 May 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 23 August 2019
1.0 out of 5 stars,"









  
  
    
  The package was torn and Noddles is not safe to consume. Waste of money and time. Dissatisfied.

  
",Reviewed in India on 25 September 2019
4.0 out of 5 stars,"









  
  
    
  Good as always

  
",Reviewed in India on 25 October 2019
5.0 out of 5 stars,"









  
  
    
  Very good productThankyou

  
",Reviewed in India on 31 July 2020
4.0 out of 5 stars,"









  
  
    
  Like

  
",Reviewed in India on 12 December 2018
3.0 out of 5 stars,"









  
  
    
  good...

  
",Reviewed in India on 10 April 2018
3.0 out of 5 stars,"









  
  
    
  Its maggi, what other review is needed. The product is good.

  
",Reviewed in India on 9 July 2017
5.0 out of 5 stars,"









  
  
    
  Really valuable package

  
",Reviewed in India on 25 April 2020
1.0 out of 5 stars,"









  
  
    
  Damaged packet received

  
",Reviewed in India on 5 May 2020
1.0 out of 5 stars,"









  
  
    
  All the pieces inside were broken

  
",Reviewed in India on 26 December 2018
2.0 out of 5 stars,"









  
  
    
  Outside packaging was OK but inside all Maggi damaged

  
",Reviewed in India on 26 December 2018
1.0 out of 5 stars,"









  
  
    
  Not regular Maggie.. Seems to be a duplicate product

  
",Reviewed in India on 7 October 2019
2.0 out of 5 stars,"









  
  
    
  I have got this product but not in their condition, product is totally crashed in packet. This is not up to mark and not very satisfactory.

  
",Reviewed in India on 24 April 2018
5.0 out of 5 stars,"









  
  
    
  For eating during lockdown for my kids

  
",Reviewed in India on 13 May 2020
4.0 out of 5 stars,"









  
  
    
  Good packing and flavor always good 👍

  
",Reviewed in India on 20 June 2020
5.0 out of 5 stars,"









  
  
    
  Must try

  
",Reviewed in India on 12 August 2019
1.0 out of 5 stars,"









  
  
    
  Delivered in form of dusts.

  
",Reviewed in India on 30 December 2018
1.0 out of 5 stars,"









  
  
    
  1pkt totally damaged receive  please change it

  
",Reviewed in India on 3 July 2020
1.0 out of 5 stars,"









  
  
    
  Noodles were all broken inside the pack.Totally crushed.kindly refund

  
",Reviewed in India on 25 November 2019
4.0 out of 5 stars,"









  
  
    
  I like the packaging of productsTimely delivery

  
",Reviewed in India on 24 July 2020
1.0 out of 5 stars,"









  
  
    
  Ants were found inside the packet, when it was opened

  
",Reviewed in India on 13 May 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 30 April 2018
2.0 out of 5 stars,"









  
  
    
  Out of 2 only one packet is delivered

  
",Reviewed in India on 12 August 2020
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 February 2018
5.0 out of 5 stars,"









  
  
    
  I love maggi.

  
",Reviewed in India on 17 November 2018
4.0 out of 5 stars,"









  
  
    
  Better to buy from local supermarket.they will give more offer on these products.

  
",Reviewed in India on 24 October 2018
1.0 out of 5 stars,"









  
  
    
  packet received in damaged condition. its eaten by rats

  
",Reviewed in India on 1 November 2019
5.0 out of 5 stars,"









  
  
    
  Great

  
",Reviewed in India on 10 September 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 6 March 2018
4.0 out of 5 stars,"









  
  
    
  The noodle cakes were little crumbled up. Otherwise good product

  
",Reviewed in India on 25 September 2018
5.0 out of 5 stars,"









  
  
    
  Maggi always maggi.

  
",Reviewed in India on 31 October 2018
5.0 out of 5 stars,"









  
  
    
  Nice snack

  
",Reviewed in India on 11 January 2019
4.0 out of 5 stars,"









  
  
    
  Gud product when it comes at price lower than market

  
",Reviewed in India on 18 January 2020
1.0 out of 5 stars,"









  
  
    
  West of money expert date delvered

  
",Reviewed in India on 21 November 2017
4.0 out of 5 stars,"









  
  
    
  PACKAGE IS NOT GOOD AS I  EXPECTED,TAMATO PICKLE TASTE ALSO

  
",Reviewed in India on 26 January 2020
4.0 out of 5 stars,"









  
  
    
  Thak

  
",Reviewed in India on 26 February 2019
5.0 out of 5 stars,"









  
  
    
  Maggi was compelety broken into small pieces

  
",Reviewed in India on 8 August 2020
2.0 out of 5 stars,"









  
  
    
  Got the packet is tore off condition

  
",Reviewed in India on 16 April 2020
1.0 out of 5 stars,"









  
  
    
  Maggi uses beaf....... boycott maggi

  
",Reviewed in India on 15 March 2020
5.0 out of 5 stars,"









  
  
    
  My favourite

  
",Reviewed in India on 30 September 2018
3.0 out of 5 stars,"









  
  
    
  Noodle were broken

  
",Reviewed in India on 22 October 2017
1.0 out of 5 stars,"









  
  
    
  Its all broken and totally damaged ..

  
",Reviewed in India on 18 March 2019
5.0 out of 5 stars,"









  
  
    
  Yummy Maggi... Great value for money...

  
",Reviewed in India on 5 January 2020
5.0 out of 5 stars,"









  
  
    
  Recommended

  
",Reviewed in India on 8 October 2017
4.0 out of 5 stars,"









  
  
    
  Nice product sent Amazon

  
",Reviewed in India on 17 September 2019
4.0 out of 5 stars,"









  
  
    
  Everything is very nice

  
",Reviewed in India on 5 March 2020
1.0 out of 5 stars,"









  
  
    
  The Maggi was totally damaged the whole was broken into bits

  
",Reviewed in India on 5 March 2020
1.0 out of 5 stars,"









  
  
    
  Got Maggie in totally crushed pieces.

  
",Reviewed in India on 19 July 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 November 2017
5.0 out of 5 stars,"









  
  
    
  Tasty

  
",Reviewed in India on 26 July 2020
5.0 out of 5 stars,"









  
  
    
  Very delicious

  
",Reviewed in India on 26 November 2017
5.0 out of 5 stars,"









  
  
    
  These pieces of Maggi are fully crushed and damaged.

  
",Reviewed in India on 11 May 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 20 August 2019
5.0 out of 5 stars,"









  
  
    
  Loved the product so so much

  
",Reviewed in India on 30 June 2020
5.0 out of 5 stars,"









  
  
    
  Very tastey  value for money

  
",Reviewed in India on 25 May 2020
2.0 out of 5 stars,"









  
  
    
  I had ordered two packets out of which one pack was already open n half the product was lying outside in Cartoon

  
",Reviewed in India on 27 October 2018
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 23 September 2017
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 11 November 2019
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 12 October 2017
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 12 October 2017
1.0 out of 5 stars,"









  
  
    
  Worst

  
",Reviewed in India on 28 June 2020
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 8 November 2019
1.0 out of 5 stars,"









  
  
    
  I received damaged crushed noodles.

  
",Reviewed in India on 10 May 2020
1.0 out of 5 stars,"









  
  
    
  One of the maggi packaging was hampered and opened.

  
",Reviewed in India on 4 August 2020
1.0 out of 5 stars,"









  
  
    
  Open packet masala is missing

  
",Reviewed in India on 30 April 2020
5.0 out of 5 stars,"









  
  
    
  presentation

  
",Reviewed in India on 6 February 2020
5.0 out of 5 stars,"









  
  
    
  It's really value for money

  
",Reviewed in India on 20 December 2019
5.0 out of 5 stars,"









  
  
    
  Its taste is awesome

  
",Reviewed in India on 4 May 2019
3.0 out of 5 stars,"









  
  
    
  ok

  
",Reviewed in India on 5 July 2018
5.0 out of 5 stars,"









  
  
    
  Who doesnt like maggie?

  
",Reviewed in India on 8 January 2019
4.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 20 July 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 7 August 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 30 April 2020
1.0 out of 5 stars,"









  
  
    
  The package came with full of ants

  
",Reviewed in India on 6 July 2020
1.0 out of 5 stars,"









  
  
    
  Packaging too worse and maggies is broken pieces..

  
",Reviewed in India on 7 August 2020
1.0 out of 5 stars,"









  
  
    
  Its damaged. Entire product is broken from inside.

  
",Reviewed in India on 3 August 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 4 June 2019
4.0 out of 5 stars,"









  
  
    
  Noodles were broken inside

  
",Reviewed in India on 9 August 2020
5.0 out of 5 stars,"









  
  
    
  Good quality

  
",Reviewed in India on 20 November 2018
1.0 out of 5 stars,"









  
  
    
  Product was totally crushed.

  
",Reviewed in India on 6 November 2019
5.0 out of 5 stars,"









  
  
    
  👍

  
",Reviewed in India on 19 October 2018
5.0 out of 5 stars,"









  
  
    
  Grt taste

  
",Reviewed in India on 4 June 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 4 November 2017
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 4 November 2017
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 6 September 2019
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 10 October 2019
5.0 out of 5 stars,"









  
  
    
  Very nice for this food..my children so like this.....

  
",Reviewed in India on 11 December 2019
3.0 out of 5 stars,"









  
  
    
  ok

  
",Reviewed in India on 24 January 2018
1.0 out of 5 stars,"









  
  
    
  The product was crushed inside.

  
",Reviewed in India on 29 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 31 July 2019
1.0 out of 5 stars,"









  
  
    
  Noodles were completely broken..

  
",Reviewed in India on 20 July 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 13 July 2018
5.0 out of 5 stars,"









  
  
    
  breakfast

  
",Reviewed in India on 12 August 2019
4.0 out of 5 stars,"









  
  
    
  Tasty food and best for children

  
",Reviewed in India on 3 November 2019
5.0 out of 5 stars,"









  
  
    
  Best services in lockdown

  
",Reviewed in India on 8 May 2020
4.0 out of 5 stars,"









  
  
    
  Taste of the product

  
",Reviewed in India on 1 September 2019
5.0 out of 5 stars,"









  
  
    
  Got on discounted price

  
",Reviewed in India on 13 March 2019
2.0 out of 5 stars,"









  
  
    
  Packet received in bad shade.. the noodle discs were all broken

  
",Reviewed in India on 11 July 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 9 November 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 9 October 2017
5.0 out of 5 stars,"









  
  
    
  Yummy 😋

  
",Reviewed in India on 4 March 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 25 October 2017
4.0 out of 5 stars,"









  
  
    
  Paisa usul

  
",Reviewed in India on 8 February 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 5 November 2019
5.0 out of 5 stars,"









  
  
    
  Ultimate

  
",Reviewed in India on 4 October 2019
1.0 out of 5 stars,"









  
  
    
  All pack is damage I want to replace this item

  
",Reviewed in India on 8 February 2020
1.0 out of 5 stars,"









  
  
    
  Received damaged product, found whole on the packet

  
",Reviewed in India on 9 December 2019
1.0 out of 5 stars,"









  
  
    
  noodles fully broken inside...

  
",Reviewed in India on 6 July 2020
1.0 out of 5 stars,"









  
  
    
  Not good

  
",Reviewed in India on 5 March 2019
5.0 out of 5 stars,"









  
  
    
  Awesome

  
",Reviewed in India on 26 April 2020
5.0 out of 5 stars,"









  
  
    
  New masala is delicious and really it's get ready in two minute.

  
",Reviewed in India on 23 July 2018
4.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 25 January 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 2 December 2018
5.0 out of 5 stars,"









  
  
    
  Good packaging with nice quality

  
",Reviewed in India on 3 August 2020
5.0 out of 5 stars,"









  
  
    
  Delicious food products

  
",Reviewed in India on 8 October 2019
4.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 21 January 2020
5.0 out of 5 stars,"









  
  
    
  I got a damaged products

  
",Reviewed in India on 23 July 2020
2.0 out of 5 stars,"









  
  
    
  One pack noodles was broken.

  
",Reviewed in India on 3 January 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 29 July 2018
5.0 out of 5 stars,"









  
  
    
  Nice One

  
",Reviewed in India on 11 September 2017
5.0 out of 5 stars,"









  
  
    
  'Nuff said

  
",Reviewed in India on 3 July 2018
3.0 out of 5 stars,"









  
  
    
  Maggie was totally crushed.All of it was in 2-3 inch piece !

  
",Reviewed in India on 6 March 2020
4.0 out of 5 stars,"









  
  
    
  I got the crushed maggi

  
",Reviewed in India on 29 November 2016
4.0 out of 5 stars,"









  
  
    
  Very Good

  
",Reviewed in India on 30 August 2017
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 15 October 2017
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 12 November 2019
5.0 out of 5 stars,"









  
  
    
  Good well packed

  
",Reviewed in India on 16 January 2018
2.0 out of 5 stars,"









  
  
    
  Broken pieces of maggi

  
",Reviewed in India on 17 September 2017
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 13 December 2018
1.0 out of 5 stars,"









  
  
    
  i have recieved it open like shown in the image

  
",Reviewed in India on 11 August 2020
1.0 out of 5 stars,"









  
  
    
  The maggi was fully powder. Kindly help relpace

  
",Reviewed in India on 10 May 2020
5.0 out of 5 stars,"









  
  
    
  It's a convenient pack. It is no more available in Amazon pantry fulfilled items. Add this product into pantry.

  
",Reviewed in India on 13 October 2018
3.0 out of 5 stars,"









  
  
    
  All Maggi Wer crushedPacking fail !

  
",Reviewed in India on 11 August 2020
1.0 out of 5 stars,"









  
  
    
  Package was totally damaged.Really disappointing.

  
",Reviewed in India on 19 March 2020
3.0 out of 5 stars,"









  
  
    
  Nice product but cost is too high

  
",Reviewed in India on 6 July 2020
2.0 out of 5 stars,"









  
  
    
  The produt is broken. I mean Maggi is crushed into tiny pieces.

  
",Reviewed in India on 5 August 2019
5.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 18 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 21 August 2019
5.0 out of 5 stars,"









  
  
    
  i know y i did this india

  
",Reviewed in India on 7 August 2020
1.0 out of 5 stars,"









  
  
    
  Maggi got damaged  inside

  
",Reviewed in India on 28 June 2020
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 30 October 2019
3.0 out of 5 stars,"









  
  
    
  Good purchase.

  
",Reviewed in India on 8 August 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 27 September 2017
5.0 out of 5 stars,"









  
  
    
  Taste

  
",Reviewed in India on 5 October 2019
3.0 out of 5 stars,"









  
  
    
  It's Maggi, best food for bachelor.

  
",Reviewed in India on 31 May 2018
1.0 out of 5 stars,"









  
  
    
  Packet seems to eaten by rat . Rest other things are all ok

  
",Reviewed in India on 2 October 2019
1.0 out of 5 stars,"









  
  
    
  Package and Maggie brokenWaste of money

  
",Reviewed in India on 16 July 2020
5.0 out of 5 stars,"









  
  
    
  My all time favourite

  
",Reviewed in India on 10 July 2020
5.0 out of 5 stars,"









  
  
    
  Branded Product.

  
",Reviewed in India on 16 June 2017
4.0 out of 5 stars,"









  
  
    
  Good food, good life

  
",Reviewed in India on 6 November 2019
1.0 out of 5 stars,"









  
  
    
  The packet was intact but the middle bars were totally crushed. Please ensure you take extra for these fragile products

  
",Reviewed in India on 5 June 2018
5.0 out of 5 stars,"









  
  
    
  The packaging was so good.. I liked a lot

  
",Reviewed in India on 16 July 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 27 October 2019
5.0 out of 5 stars,"









  
  
    
  Good as always

  
",Reviewed in India on 4 June 2018
5.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 1 March 2020
5.0 out of 5 stars,"









  
  
    
  nice.

  
",Reviewed in India on 14 October 2017
5.0 out of 5 stars,"









  
  
    
  Good one

  
",Reviewed in India on 19 October 2019
1.0 out of 5 stars,"









  
  
    
  One of Maggi Packet is fully crushed.

  
",Reviewed in India on 29 December 2018
1.0 out of 5 stars,"









  
  
    
  Damage

  
",Reviewed in India on 27 October 2019
3.0 out of 5 stars,"









  
  
    
  Damaged

  
",Reviewed in India on 15 October 2017
1.0 out of 5 stars,"









  
  
    
  It was open when I received...pls don't buy by seeing the discount

  
",Reviewed in India on 8 October 2019
5.0 out of 5 stars,"









  
  
    
  Fine, perfect

  
",Reviewed in India on 23 June 2020
5.0 out of 5 stars,"









  
  
    
  Good product and fast delivery from amazon

  
",Reviewed in India on 6 October 2019
4.0 out of 5 stars,"









  
  
    
  Best quality

  
",Reviewed in India on 29 June 2017
5.0 out of 5 stars,"









  
  
    
  Tasty always

  
",Reviewed in India on 2 July 2019
5.0 out of 5 stars,"









  
  
    
  Good packaging, delivered within time limit.

  
",Reviewed in India on 28 May 2020
1.0 out of 5 stars,"









  
  
    
  I have received 9 maggi packed instead of 10

  
",Reviewed in India on 9 May 2020
2.0 out of 5 stars,"









  
  
    
  I received a damage product....

  
",Reviewed in India on 26 February 2019
5.0 out of 5 stars,"









  
  
    
  Always Awesome

  
",Reviewed in India on 24 September 2019
5.0 out of 5 stars,"









  
  
    
  All are good

  
",Reviewed in India on 1 May 2020
4.0 out of 5 stars,"









  
  
    
  It's routine product, using from many years. We like it.

  
",Reviewed in India on 18 October 2019
1.0 out of 5 stars,"









  
  
    
  Cover was damage and tape was applied on damaged cover

  
",Reviewed in India on 19 November 2018
1.0 out of 5 stars,"









  
  
    
  Full of dust and ant's don't buy

  
",Reviewed in India on 9 May 2019
5.0 out of 5 stars,"









  
  
    
  Brand

  
",Reviewed in India on 6 June 2020
1.0 out of 5 stars,"









  
  
    
  Total Maggie Damaged

  
",Reviewed in India on 12 August 2020
1.0 out of 5 stars,"









  
  
    
  Torn packet recieved

  
",Reviewed in India on 23 July 2020
5.0 out of 5 stars,"









  
  
    
  Received in good condition

  
",Reviewed in India on 8 June 2020
5.0 out of 5 stars,"









  
  
    
  nice

  
",Reviewed in India on 15 October 2018
5.0 out of 5 stars,"









  
  
    
  Nothing is special, but a bit cheaper than market

  
",Reviewed in India on 20 February 2019
4.0 out of 5 stars,"









  
  
    
  It was good.

  
",Reviewed in India on 21 July 2020
5.0 out of 5 stars,"









  
  
    
  No comments only taste tells

  
",Reviewed in India on 13 April 2019
5.0 out of 5 stars,"









  
  
    
  100 percent pure

  
",Reviewed in India on 25 October 2019
3.0 out of 5 stars,"









  
  
    
  VALUE FORMONEY

  
",Reviewed in India on 9 November 2019
1.0 out of 5 stars,"









  
  
    
  One packet damaged, one packet full crushed

  
",Reviewed in India on 2 August 2020
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 2 November 2019
1.0 out of 5 stars,"









  
  
    
  Packet already open

  
",Reviewed in India on 25 May 2020
4.0 out of 5 stars,"









  
  
    
  Taste are not good.

  
",Reviewed in India on 14 May 2020
1.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 28 July 2020
5.0 out of 5 stars,"









  
  
    
  Tasty

  
",Reviewed in India on 1 October 2019
3.0 out of 5 stars,"









  
  
    
  Packet has been damaged and cutting by rat

  
",Reviewed in India on 4 August 2020
5.0 out of 5 stars,"









  
  
    
  Nice and tasty

  
",Reviewed in India on 13 September 2019
1.0 out of 5 stars,"









  
  
    
  All the cakes are broken

  
",Reviewed in India on 11 February 2019
1.0 out of 5 stars,"









  
  
    
  All maggi is breaked ....

  
",Reviewed in India on 5 February 2019
4.0 out of 5 stars,"









  
  
    
  No comments

  
",Reviewed in India on 11 May 2020
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 17 September 2017
5.0 out of 5 stars,"









  
  
    
  Good and best price.

  
",Reviewed in India on 18 May 2017
1.0 out of 5 stars,"









  
  
    
  Both the packet were already torn.

  
",Reviewed in India on 16 May 2020
1.0 out of 5 stars,"









  
  
    
  Totally damaged from inside... Need refund

  
",Reviewed in India on 21 May 2020
5.0 out of 5 stars,"









  
  
    
  I love this product, it's awesome to taste

  
",Reviewed in India on 7 March 2020
5.0 out of 5 stars,"









  
  
    
  Delicious Maggi..

  
",Reviewed in India on 22 March 2019
1.0 out of 5 stars,"









  
  
    
  Maggi total is Smash inbox

  
",Reviewed in India on 20 May 2020
3.0 out of 5 stars,"









  
  
    
  Product may be good but packet was torn .

  
",Reviewed in India on 4 June 2019
1.0 out of 5 stars,"









  
  
    
  Maggi was filled with ants

  
",Reviewed in India on 10 August 2020
5.0 out of 5 stars,"









  
  
    
  I Like the product & the presentation its value for money

  
",Reviewed in India on 27 July 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 2 April 2019
5.0 out of 5 stars,"









  
  
    
  Gud

  
",Reviewed in India on 14 July 2020
1.0 out of 5 stars,"









  
  
    
  Packet is torn. And I’m told it can’t be returned

  
",Reviewed in India on 27 July 2019
2.0 out of 5 stars,"









  
  
    
  Buy it in a shop

  
",Reviewed in India on 16 November 2018
3.0 out of 5 stars,"









  
  
    
  Nice

  
",Reviewed in India on 11 September 2017
1.0 out of 5 stars,"









  
  
    
  June month product has been delivered . Never expected

  
",Reviewed in India on 5 December 2016
3.0 out of 5 stars,"









  
  
    
  Ok product

  
",Reviewed in India on 21 June 2020
5.0 out of 5 stars,"









  
  
    
  Very tasty

  
",Reviewed in India on 5 May 2020
4.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 20 August 2017
5.0 out of 5 stars,"









  
  
    
  Very good

  
",Reviewed in India on 22 August 2019
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 8 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 26 October 2019
1.0 out of 5 stars,"









  
  
    
  Magie packat is tampered and full of ants

  
",Reviewed in India on 13 June 2020
4.0 out of 5 stars,"









  
  
    
  Flavour was good and because of amazon it was of value for money.

  
",Reviewed in India on 21 July 2019
1.0 out of 5 stars,"









  
  
    
  Damaged product delivered

  
",Reviewed in India on 24 April 2020
5.0 out of 5 stars,"









  
  
    
  I wanted to re order this

  
",Reviewed in India on 11 May 2020
4.0 out of 5 stars,"









  
  
    
  Good Ford

  
",Reviewed in India on 9 October 2019
3.0 out of 5 stars,"









  
  
    
  I have not received as much i expected because its was broken

  
",Reviewed in India on 18 August 2019
5.0 out of 5 stars,"









  
  
    
  good product, good price

  
",Reviewed in India on 5 April 2018
5.0 out of 5 stars,"









  
  
    
  My children like it very much.

  
",Reviewed in India on 17 August 2019
4.0 out of 5 stars,"









  
  
    
  Kanjus

  
",Reviewed in India on 21 July 2019
4.0 out of 5 stars,"









  
  
    
  habitually used to it

  
",Reviewed in India on 19 February 2017
1.0 out of 5 stars,"









  
  
    
  breakage

  
",Reviewed in India on 22 August 2019
2.0 out of 5 stars,"









  
  
    
  It became  chura chura

  
",Reviewed in India on 31 August 2017
4.0 out of 5 stars,"









  
  
    
  Old product good tasty.

  
",Reviewed in India on 14 May 2018
5.0 out of 5 stars,"









  
  
    
  Awesome quality

  
",Reviewed in India on 17 July 2020
1.0 out of 5 stars,"









  
  
    
  I did not received masale pouch

  
",Reviewed in India on 31 May 2018
1.0 out of 5 stars,"









  
  
    
   Worst product

  
",Reviewed in India on 8 March 2020
5.0 out of 5 stars,"









  
  
    
  Good produvt

  
",Reviewed in India on 29 January 2018
4.0 out of 5 stars,"









  
  
    
  Good but insufficient masala😒😒

  
",Reviewed in India on 19 July 2020
1.0 out of 5 stars,"









  
  
    
  There were only 10 packs..2 were Missing

  
",Reviewed in India on 30 May 2020
1.0 out of 5 stars,"









  
  
    
  There were ants inside the entire packet

  
",Reviewed in India on 7 August 2020
1.0 out of 5 stars,"









  
  
    
  The cubes are crushed...

  
",Reviewed in India on 7 August 2020
5.0 out of 5 stars,"









  
  
    
  My favourite

  
",Reviewed in India on 30 October 2019
1.0 out of 5 stars,"









  
  
    
  Packet is crushed.all noodles are broken.

  
",Reviewed in India on 7 November 2019
5.0 out of 5 stars,"









  
  
    
  ok

  
",Reviewed in India on 13 August 2019
